name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Exploration Activities under National Mineral Exploration Trust,Transfer to National Mineral Exploration Fund,400.0,0.047058823529411764
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Exploration Activities under National Mineral Exploration Trust,Programme Component,400.0,0.047058823529411764
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Indian Bureau of Mines Activities,,20.97,0.0024670588235294116
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Support to Autonomous Bodies,,28.82,0.0033905882352941175
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,Bharat Gold Mines Ltd.,,6.7,0.0007882352941176471
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Geological Survey of India,,,780.5,0.0918235294117647
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Indian Bureau of Mines,,,101.51,0.01194235294117647
"Ministry of Mines
Demand No. 69
Ministry of Mines",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,45.0,0.005294117647058823
