name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,,,60109.82,7.071743529411765
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Centre for Development of Telematics (C-DoT),,550.0,0.06470588235294118
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,International Cooperation,,33.0,0.0038823529411764705
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Pensions,,,20650.0,2.4294117647058826
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat -Economic Services,,,1091.38,0.12839764705882356
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Regulatory Bodies,Telecom Regulatory Authority of India General Fund,,214.35,0.02521764705882353
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Regulatory Bodies,Telecom Disputes Settlement and Appellate Tribunal (TDSAT),,24.18,0.002844705882352941
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Human Resource Management(NICF),,,58.7,0.006905882352941177
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Special Assistance for Swachhta Action Plan,,,2.0,0.00023529411764705883
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Mandatory Testing and Certification of Telecom Equipment (MTCTE),,,1.4,0.00016470588235294116
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Artificial Intelligence and Face Recognition Powered Solution for Telecom SIM Subscriber Verification (ASTR),,,0.5,5.882352941176471e-05
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Labour Employment and Skill Development,,,0.4,4.705882352941176e-05
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Universal Service Obligation Fund,,,10400.0,1.223529411764706
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Domestic Industry Incentivisation Scheme,,915.0,0.1076470588235294
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Wireless Planning and Coordination,Wireless Monitoring  Services,536.42,0.06310823529411765
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Wireless Planning and Coordination,Wireless Planning and Coordination,220.0,0.02588235294117647
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Telecom Computer Emergency Response Team(T-Cert),,351.34,0.04133411764705881
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Digital Intelligence Unit Project,,220.0,0.02588235294117647
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Telecom Testing and Security Certification Centre,,24.0,0.002823529411764706
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Telecom Engineering Centre,,12.0,0.001411764705882353
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,5G Connectivity Test Bed,,5.56,0.0006541176470588235
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,DoT Projects,Funding to BSNL for providing Telecom Connectivity for Amarnath Yatra,,1.0,0.00011764705882352942
"Ministry of Communications
Demand No. 13
Department of Telecommunications",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Defence Spectrum,,,2158.0,0.25388235294117645
