name0,name1,name2,name3,amounts_inrcr,amounts_usdb
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 83
Secretariat of the Vice-President",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,9.23,0.0010858823529411763
