name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Automobile Industry,Scheme for Faster Adoption and Manufacturing of (Hybrid and) Electric Vehicle in India - (FAME - India).,5171.97,0.6084670588235294
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Automobile Industry,Production Linked Incentive (PLI) Scheme for Automobiles and Auto Components,604.0,0.07105882352941176
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Automobile Industry,Production Linked Incentive (PLI) Scheme for National Programme on Advanced Chemistry Cell (ACC) Battery Storage,1.0,0.00011764705882352942
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Capital Goods Sector,Enhancement of Competitiveness in the Indian Capital Goods Sector,250.0,0.029411764705882353
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Public Sector Undertakings,Support to Central Public Sector Enterprises,81.64,0.00960470588235294
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Central Manufacturing Technology Institute (CMTI),24.0,0.002823529411764706
"Ministry of Heavy Industries 
Demand No. 48
Ministry of Heavy Industries",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,39.02,0.004590588235294119
