name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Coal
Demand No. 9
Ministry of Coal",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Coal and Lignite,"Conservation, Safety and Infrastructure Development in Coal Mines",92.5,0.01088235294117647
"Ministry of Coal
Demand No. 9
Ministry of Coal",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Coal and Lignite,Research and Development,21.0,0.0024705882352941176
"Ministry of Coal
Demand No. 9
Ministry of Coal",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,40.63,0.00478
"Ministry of Coal
Demand No. 9
Ministry of Coal",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,"Statutory Bodies, Attached and Sub-ordinate Offices",,27.55,0.003241176470588235
"Ministry of Coal
Demand No. 9
Ministry of Coal",CENTRE'S EXPENDITURE,Autonomous Bodies,Coal Mines Pension Scheme,,10.64,0.001251764705882353
