source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",r,r_mofahaddn4doahad,4327.85,43278500000.0,509158823.5294118
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,r_mofahaddn4doahad,r_mofahaddn4doahad_cse,2921.92,29219200000.0,343755294.11764705
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,r_mofahaddn4doahad,r_mofahaddn4doahad_ttsu,1405.93,14059300000.0,165403529.4117647
CENTRE'S EXPENDITURE,Animal Health Institute,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_ahi,27.0,270000000.0,3176470.588235294
CENTRE'S EXPENDITURE,Breed Improvement Institute,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_bii,60.0,600000000.0,7058823.529411765
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_cssp,2689.71,26897100000.0,316436470.5882353
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_ocse,43.81,438100000.0,5154117.647058823
CENTRE'S EXPENDITURE,Small Livestock Institute,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_sli,45.0,450000000.0,5294117.647058823
CENTRE'S EXPENDITURE,Total - Secretariat,r_mofahaddn4doahad_cse,r_mofahaddn4doahad_cse_ts,56.4,564000000.0,6635294.117647059
Central Sector Schemes/Projects,Infrastructure Development Fund,r_mofahaddn4doahad_cse_cssp,r_mofahaddn4doahad_cse_cssp_idf,340.0,3400000000.0,40000000.0
Central Sector Schemes/Projects,Livestock Health and Disease Control Programme,r_mofahaddn4doahad_cse_cssp,r_mofahaddn4doahad_cse_cssp_lhadcp,2349.71,23497100000.0,276436470.5882353
Other Central Sector Expenditure,Autonomous Bodies,r_mofahaddn4doahad_cse_ocse,r_mofahaddn4doahad_cse_ocse_ab,30.3,303000000.0,3564705.882352941
Other Central Sector Expenditure,Statutory and Regulatory Bodies,r_mofahaddn4doahad_cse_ocse,r_mofahaddn4doahad_cse_ocse_sarb,13.51,135100000.0,1589411.7647058824
Autonomous Bodies,Veterinary Council of India,r_mofahaddn4doahad_cse_ocse_ab,r_mofahaddn4doahad_cse_ocse_ab_vcoi,30.3,303000000.0,3564705.882352941
Statutory and Regulatory Bodies,Animal Welfare Board,r_mofahaddn4doahad_cse_ocse_sarb,r_mofahaddn4doahad_cse_ocse_sarb_awb,12.0,120000000.0,1411764.705882353
Statutory and Regulatory Bodies,Committee for the purpose of Control and Supervision of experiments on Animal (CPCSEA),r_mofahaddn4doahad_cse_ocse_sarb,r_mofahaddn4doahad_cse_ocse_sarb_cftpocasoeoac,1.51,15100000.0,177647.0588235294
TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,r_mofahaddn4doahad_ttsu,r_mofahaddn4doahad_ttsu_css,1405.93,14059300000.0,165403529.4117647
Centrally Sponsored Schemes,Development Programmes,r_mofahaddn4doahad_ttsu_css,r_mofahaddn4doahad_ttsu_css_dp,1405.93,14059300000.0,165403529.4117647
Development Programmes,Dairy Development,r_mofahaddn4doahad_ttsu_css_dp,r_mofahaddn4doahad_ttsu_css_dp_dd,326.93,3269300000.0,38462352.941176474
Development Programmes,Dairying Through Cooperatives (EAP),r_mofahaddn4doahad_ttsu_css_dp,r_mofahaddn4doahad_ttsu_css_dp_dtce,19.0,190000000.0,2235294.117647059
Development Programmes,Livestock Census and Integrated Sample Survey,r_mofahaddn4doahad_ttsu_css_dp,r_mofahaddn4doahad_ttsu_css_dp_lcaiss,50.0,500000000.0,5882352.94117647
Development Programmes,National Livestock Mission,r_mofahaddn4doahad_ttsu_css_dp,r_mofahaddn4doahad_ttsu_css_dp_nlm,410.0,4100000000.0,48235294.11764706
Development Programmes,Rashtriya Gokul Mission,r_mofahaddn4doahad_ttsu_css_dp,r_mofahaddn4doahad_ttsu_css_dp_rgm,600.0,6000000000.0,70588235.29411764
