source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Science and Technology
Demand No. 90
Department of Biotechnology",r,r_mosatdn9dob,2683.86,26838600000.0,315748235.2941176
"Ministry of Science and Technology
Demand No. 90
Department of Biotechnology",CENTRE'S EXPENDITURE,r_mosatdn9dob,r_mosatdn9dob_cse,2683.86,26838600000.0,315748235.2941176
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mosatdn9dob_cse,r_mosatdn9dob_cse_cssp,1645.0,16450000000.0,193529411.7647059
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mosatdn9dob_cse,r_mosatdn9dob_cse_eeotc,46.39,463900000.0,5457647.05882353
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mosatdn9dob_cse,r_mosatdn9dob_cse_ocse,992.47,9924700000.0,116761176.47058824
Central Sector Schemes/Projects,Biotechnology Research and Development,r_mosatdn9dob_cse_cssp,r_mosatdn9dob_cse_cssp_brad,1345.0,13450000000.0,158235294.11764705
Central Sector Schemes/Projects,Industrial and Entrepreneurship Development,r_mosatdn9dob_cse_cssp,r_mosatdn9dob_cse_cssp_iaed,300.0,3000000000.0,35294117.64705882
Establishment Expenditure of the Centre,Secretariat,r_mosatdn9dob_cse_eeotc,r_mosatdn9dob_cse_eeotc_s,46.39,463900000.0,5457647.05882353
Other Central Sector Expenditure,Autonomous Bodies,r_mosatdn9dob_cse_ocse,r_mosatdn9dob_cse_ocse_ab,902.47,9024700000.0,106172941.1764706
Other Central Sector Expenditure,Others,r_mosatdn9dob_cse_ocse,r_mosatdn9dob_cse_ocse_o,50.0,500000000.0,5882352.94117647
Other Central Sector Expenditure,Public Sector Undertakings,r_mosatdn9dob_cse_ocse,r_mosatdn9dob_cse_ocse_psu,40.0,400000000.0,4705882.352941177
Autonomous Bodies,Assistance to Autonomous Institutions,r_mosatdn9dob_cse_ocse_ab,r_mosatdn9dob_cse_ocse_ab_atai,902.47,9024700000.0,106172941.1764706
Others,International Centre for Genetic Engineering and Biotechnology (ICGEB),r_mosatdn9dob_cse_ocse_o,r_mosatdn9dob_cse_ocse_o_icfgeabi,50.0,500000000.0,5882352.94117647
Public Sector Undertakings,Biotechnology Industry Research Assistance Council,r_mosatdn9dob_cse_ocse_psu,r_mosatdn9dob_cse_ocse_psu_birac,40.0,400000000.0,4705882.352941177
