source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
Research and Capacity Building,Production Linked Incentive (PLI) Scheme for Textiles,r_motdn9mot_cse_cssp_racb,r_motdn9mot_cse_cssp_racb_plipsft,5.0,50000000.0,588235.2941176471
Research and Capacity Building,Textile Cluster Development Scheme,r_motdn9mot_cse_cssp_racb,r_motdn9mot_cse_cssp_racb_tcds,141.54,1415400000.0,16651764.705882354
Textile Infrastructure,Integrated Processing Development Scheme,r_motdn9mot_cse_cssp_ti,r_motdn9mot_cse_cssp_ti_ipds,60.0,600000000.0,7058823.529411765
Establishment Expenditure of the Centre,COP and COP Jute,r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_cacj,0.14,1400000.0000000002,16470.58823529412
Establishment Expenditure of the Centre,Development Commissioner (Handloom),r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_dch,124.96,1249600000.0,14701176.470588235
Establishment Expenditure of the Centre,Development Commissioner (Handicraft),r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_dch,119.61,1196100000.0,14071764.705882354
Establishment Expenditure of the Centre,Export Promotion Studies & Activities,r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_epsa,5.0,50000000.0,588235.2941176471
Establishment Expenditure of the Centre,Jute Commissioner,r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_jc,12.4,124000000.0,1458823.5294117648
Establishment Expenditure of the Centre,Secretariat,r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_s,51.5,515000000.0,6058823.529411765
Establishment Expenditure of the Centre,Textile Commissioner,r_motdn9mot_cse_eeotc,r_motdn9mot_cse_eeotc_tc,63.34,633400000.0,7451764.705882353
Other Central Sector Expenditure,Autonomous Bodies,r_motdn9mot_cse_ocse,r_motdn9mot_cse_ocse_ab,23.69,236900000.0,2787058.8235294116
Other Central Sector Expenditure,Others,r_motdn9mot_cse_ocse,r_motdn9mot_cse_ocse_o,1.5,15000000.0,176470.58823529413
Other Central Sector Expenditure,Public Sector Undertakings,r_motdn9mot_cse_ocse,r_motdn9mot_cse_ocse_psu,222.87,2228700000.0,26220000.0
Other Central Sector Expenditure,Statutory and Regulatory Bodies,r_motdn9mot_cse_ocse,r_motdn9mot_cse_ocse_sarb,160.55,1605500000.0,18888235.29411765
Autonomous Bodies,Assistance to Sardar Vallbhabhai Patel Institute of Textiles Management,r_motdn9mot_cse_ocse_ab,r_motdn9mot_cse_ocse_ab_atsvpiotm,0.5,5000000.0,58823.529411764706
Autonomous Bodies,Indian Institute of Carpet Technology (IICT),r_motdn9mot_cse_ocse_ab,r_motdn9mot_cse_ocse_ab_iiocti,6.19,61900000.00000001,728235.2941176471
Autonomous Bodies,Textiles Research Association & IJIRA,r_motdn9mot_cse_ocse_ab,r_motdn9mot_cse_ocse_ab_trai,17.0,170000000.0,2000000.0
Others,Contributions to International Institute of Cotton and Cotton Advisory Committee,r_motdn9mot_cse_ocse_o,r_motdn9mot_cse_ocse_o_ctiiocacac,1.5,15000000.0,176470.58823529413
Public Sector Undertakings,Support to PSU's,r_motdn9mot_cse_ocse_psu,r_motdn9mot_cse_ocse_psu_stps,222.84,2228400000.0,26216470.588235293
Statutory and Regulatory Bodies,Assistant to Textiles Committee,r_motdn9mot_cse_ocse_sarb,r_motdn9mot_cse_ocse_sarb_attc,56.55,565500000.0,6652941.176470588
Statutory and Regulatory Bodies,National Institute of Fashion Technology,r_motdn9mot_cse_ocse_sarb,r_motdn9mot_cse_ocse_sarb_nioft,104.0,1040000000.0,12235294.11764706
