source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Textiles
Demand No. 98
Ministry of Textiles",r,r_motdn9mot,4389.34,43893400000.0,516392941.1764706
"Ministry of Textiles
Demand No. 98
Ministry of Textiles",CENTRE'S EXPENDITURE,r_motdn9mot,r_motdn9mot_cse,4389.34,43893400000.0,516392941.1764706
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_motdn9mot_cse,r_motdn9mot_cse_cssp,3603.78,36037800000.0,423974117.64705884
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_motdn9mot_cse,r_motdn9mot_cse_eeotc,376.95,3769500000.0,44347058.823529415
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_motdn9mot_cse,r_motdn9mot_cse_ocse,408.61,4086100000.0,48071764.705882356
Central Sector Schemes/Projects,Development of Jute Industries,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_doji,142.0,1420000000.0,16705882.352941176
Central Sector Schemes/Projects,Development of Silk Textiles,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_dost,917.77,9177700000.0,107972941.1764706
Central Sector Schemes/Projects,Development of Woollen Textiles,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_dowt,27.11,271100000.0,3189411.7647058824
Central Sector Schemes/Projects,National Handicraft Development Programme,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_nhdp,278.33,2783300000.0,32744705.88235294
Central Sector Schemes/Projects,National Handloom Development Programme,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_nhdp,200.0,2000000000.0,23529411.76470588
Central Sector Schemes/Projects,PM - MITRA,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_pm,167.0,1670000000.0,19647058.82352941
Central Sector Schemes/Projects,Research and Capacity Building,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_racb,711.56,7115599999.999999,83712941.17647058
Central Sector Schemes/Projects,Textile Infrastructure,r_motdn9mot_cse_cssp,r_motdn9mot_cse_cssp_ti,60.0,600000000.0,7058823.529411765
Development of Jute Industries,Scheme for Development of Jute Sector,r_motdn9mot_cse_cssp_doji,r_motdn9mot_cse_cssp_doji_sfdojs,100.0,1000000000.0,11764705.88235294
Development of Jute Industries,Subsidy to Jute Corporation of India towards market operation,r_motdn9mot_cse_cssp_doji,r_motdn9mot_cse_cssp_doji_stjcoitmo,42.0,420000000.0,4941176.470588235
Development of Silk Textiles,Central Silk Board,r_motdn9mot_cse_cssp_dost,r_motdn9mot_cse_cssp_dost_csb,917.77,9177700000.0,107972941.1764706
Development of Woollen Textiles,Integrated Wool Development Programme,r_motdn9mot_cse_cssp_dowt,r_motdn9mot_cse_cssp_dowt_iwdp,27.11,271100000.0,3189411.7647058824
National Handicraft Development Programme,Handicraft Cluster Development Program - Handicraft Mega Cluster,r_motdn9mot_cse_cssp_nhdp,r_motdn9mot_cse_cssp_nhdp_hcdphmc,40.0,400000000.0,4705882.352941177
National Handloom Development Programme,National Handloom Development Programme,r_motdn9mot_cse_cssp_nhdp,r_motdn9mot_cse_cssp_nhdp_nhdp,200.0,2000000000.0,23529411.76470588
National Handicraft Development Programme,National Handicrafts Development Programme (NHDP),r_motdn9mot_cse_cssp_nhdp,r_motdn9mot_cse_cssp_nhdp_nhdpn,238.33,2383300000.0,28038823.529411763
PM - MITRA,Raw Material Supply Scheme,r_motdn9mot_cse_cssp_pm,r_motdn9mot_cse_cssp_pm_rmss,160.0,1600000000.0,18823529.411764707
PM - MITRA,"Scheme for Protection of the Handlooms and Implementation of the Handlooms (Reservation of Articles for Production) Act, 1985",r_motdn9mot_cse_cssp_pm,r_motdn9mot_cse_cssp_pm_sfpothaiothroafpa1,7.0,70000000.0,823529.4117647059
Research and Capacity Building,Integrated Scheme for Skill Development,r_motdn9mot_cse_cssp_racb,r_motdn9mot_cse_cssp_racb_isfsd,115.0,1150000000.0,13529411.764705881
Research and Capacity Building,National Technical Textiles Mission.,r_motdn9mot_cse_cssp_racb,r_motdn9mot_cse_cssp_racb_nttm,450.0,4500000000.0,52941176.47058824
