source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",r,r_mortahdn8mortah,270434.71,2704347100000.0,31815848235.294117
"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",CENTRE'S EXPENDITURE,r_mortahdn8mortah,r_mortahdn8mortah_cse,270434.71,2704347100000.0,31815848235.294117
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mortahdn8mortah_cse,r_mortahdn8mortah_cse_cssp,270250.38,2702503800000.0,31794162352.941177
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mortahdn8mortah_cse,r_mortahdn8mortah_cse_eeotc,184.33,1843300000.0000002,21685882.352941178
Central Sector Schemes/Projects,National Highways Authority of India,r_mortahdn8mortah_cse_cssp,r_mortahdn8mortah_cse_cssp_nhaoi,162207.0,1622070000000.0,19083176470.588234
Central Sector Schemes/Projects,Roads and Bridges,r_mortahdn8mortah_cse_cssp,r_mortahdn8mortah_cse_cssp_rab,107713.38,1077133800000.0,12672162352.941177
Central Sector Schemes/Projects,Road Transport and Safety,r_mortahdn8mortah_cse_cssp,r_mortahdn8mortah_cse_cssp_rtas,330.0,3300000000.0,38823529.4117647
Roads and Bridges,Road Works,r_mortahdn8mortah_cse_cssp_rab,r_mortahdn8mortah_cse_cssp_rab_rw,107713.38,1077133800000.0,12672162352.941177
Road Transport and Safety,"Research, Training, Studies and Other Road Safety Schemes",r_mortahdn8mortah_cse_cssp_rtas,r_mortahdn8mortah_cse_cssp_rtas_rtsaorss,330.0,3300000000.0,38823529.4117647
Establishment Expenditure of the Centre,Secretariat,r_mortahdn8mortah_cse_eeotc,r_mortahdn8mortah_cse_eeotc_s,184.33,1843300000.0000002,21685882.352941178
