source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Finance
Demand No. 30
Department of Economic Affairs",r,r_mofdn3doea,10881.050000000001,108810500000.00002,1280123529.4117649
"Ministry of Finance
Demand No. 30
Department of Economic Affairs",CENTRE'S EXPENDITURE,r_mofdn3doea,r_mofdn3doea_cse,10881.050000000001,108810500000.00002,1280123529.4117649
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mofdn3doea_cse,r_mofdn3doea_cse_cssp,3825.0,38250000000.0,450000000.0
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mofdn3doea_cse,r_mofdn3doea_cse_eeotc,295.33,2953300000.0,34744705.88235294
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mofdn3doea_cse,r_mofdn3doea_cse_ocse,6760.72,67607200000.0,795378823.5294118
Central Sector Schemes/Projects,Gross Budgetary Support,r_mofdn3doea_cse_cssp,r_mofdn3doea_cse_cssp_gbs,2000.0,20000000000.0,235294117.6470588
Central Sector Schemes/Projects,Interest Equalisation Support,r_mofdn3doea_cse_cssp,r_mofdn3doea_cse_cssp_ies,1300.0,13000000000.0,152941176.47058824
Central Sector Schemes/Projects,India Infrastructure Project Development Fund (IIPDF),r_mofdn3doea_cse_cssp,r_mofdn3doea_cse_cssp_iipdfi,25.0,250000000.0,2941176.470588235
Central Sector Schemes/Projects,Viability Gap Funding,r_mofdn3doea_cse_cssp,r_mofdn3doea_cse_cssp_vgf,500.0,5000000000.0,58823529.4117647
Interest Equalisation Support,Lines of Credit under Indian Development and Economic Assistance Scheme (IDEAS),r_mofdn3doea_cse_cssp_ies,r_mofdn3doea_cse_cssp_ies_locuidaeasi,1300.0,13000000000.0,152941176.47058824
Establishment Expenditure of the Centre,Attached Offices,r_mofdn3doea_cse_eeotc,r_mofdn3doea_cse_eeotc_ao,48.84,488400000.00000006,5745882.352941177
Establishment Expenditure of the Centre,Secretariat,r_mofdn3doea_cse_eeotc,r_mofdn3doea_cse_eeotc_s,246.49,2464900000.0,28998823.529411763
Attached Offices,"Economic Wing of Embassy, Washington, Beijing, Tokyo etc.",r_mofdn3doea_cse_eeotc_ao,r_mofdn3doea_cse_eeotc_ao_ewoewbte,19.42,194200000.00000003,2284705.8823529417
Attached Offices,Forward Market Commission,r_mofdn3doea_cse_eeotc_ao,r_mofdn3doea_cse_eeotc_ao_fmc,0.2,2000000.0,23529.41176470588
Attached Offices,Security Appellate Tribunal,r_mofdn3doea_cse_eeotc_ao,r_mofdn3doea_cse_eeotc_ao_sat,19.22,192200000.0,2261176.470588235
