source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Defence
Demand No. 21
Capital Outlay on Defence Services",r,r_moddn2coods,162600.0,1626000000000.0,19129411764.705883
"Ministry of Defence
Demand No. 21
Capital Outlay on Defence Services",CENTRE'S EXPENDITURE,r_moddn2coods,r_moddn2coods_cse,162600.0,1626000000000.0,19129411764.705883
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_moddn2coods_cse,r_moddn2coods_cse_cssp,162600.0,1626000000000.0,19129411764.705883
Central Sector Schemes/Projects,Army,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_a,37241.54,372415400000.0,4381357647.058824
Central Sector Schemes/Projects,Air Force,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_af,57137.09,571370900000.0,6722010588.235294
Central Sector Schemes/Projects,Defence Ordnance Factories,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_dof,5.0,50000000.0,588235.2941176471
Central Sector Schemes/Projects,Inspection - Director General Quality Audit (DGQA),r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_idgqad,20.0,200000000.0,2352941.1764705884
Central Sector Schemes/Projects,Investment in Public Enterprises,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_iipe,1310.0,13100000000.0,154117647.05882353
Central Sector Schemes/Projects,Navy,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_n,52804.75,528047500000.0,6212323529.411765
Central Sector Schemes/Projects,Research  and Development,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_rad,12850.0,128500000000.0,1511764705.8823528
Central Sector Schemes/Projects,Techonology Development - Assistance for prototype development under make procedure,r_moddn2coods_cse_cssp,r_moddn2coods_cse_cssp_tdafpdump,1231.62,12316199999.999998,144896470.58823526
Army,Aircrafts and Aeroengines-Army,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_aaaa,5500.0,55000000000.0,647058823.5294118
Army,Construction Works-Army,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_cwa,6788.54,67885400000.0,798651764.7058823
Army,Ex-Servicemen Contributory Health Scheme,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_eschs,86.0,860000000.0,10117647.05882353
Army,Heavy and Medium Vehicles,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_hamv,3000.0,30000000000.0,352941176.4705882
Army,Land-Army,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_la,291.0,2910000000.0,34235294.11764706
Army,National Cadet Corps,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_ncc,13.0,130000000.0,1529411.7647058824
Army,Other equipment-Army,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_oea,21300.0,213000000000.0,2505882352.9411764
Army,Rashtriya Rifles,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_rr,100.0,1000000000.0,11764705.88235294
Army,Rolling Stock,r_moddn2coods_cse_cssp_a,r_moddn2coods_cse_cssp_a_rs,163.0,1630000000.0,19176470.588235293
Air Force,Aircrafts and Aeroengines-Air Force,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_aaaaf,15721.65,157216500000.0,1849605882.3529413
Air Force,Construction Works-Air Force,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_cwaf,2342.31,23423100000.0,275565882.35294116
Air Force,Heavy and Medium Vehicles-Air Force,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_hamvaf,947.94,9479400000.0,111522352.94117647
Air Force,Land-Air Force,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_laf,340.27,3402700000.0,40031764.705882356
Air Force,Other equipment-Air Force,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_oeaf,36223.13,362231300000.0,4261544705.882353
Air Force,Special Projects,r_moddn2coods_cse_cssp_af,r_moddn2coods_cse_cssp_af_sp,1561.79,15617900000.0,183740000.0
Investment in Public Enterprises,Investment in Public Enterprises,r_moddn2coods_cse_cssp_iipe,r_moddn2coods_cse_cssp_iipe_iipe,1310.0,13100000000.0,154117647.05882353
Navy,Aircrafts and Aeroengines,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_aaa,7000.0,70000000000.0,823529411.7647059
Navy,Construction Works-Navy,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_cwn,1900.1,19001000000.0,223541176.47058824
Navy,Heavy and Medium Vehicles,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_hamv,90.0,900000000.0,10588235.294117646
Navy,Joint Staff,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_js,1838.75,18387500000.0,216323529.4117647
Navy,Land-Navy,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_ln,1550.9,15509000000.0,182458823.52941176
Navy,Naval Dockyard/projects,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_ndp,6725.0,67250000000.0,791176470.5882353
Navy,Naval Fleet,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_nf,24200.0,242000000000.0,2847058823.529412
Navy,Other equipment-Navy,r_moddn2coods_cse_cssp_n,r_moddn2coods_cse_cssp_n_oen,9500.0,95000000000.0,1117647058.8235295
Techonology Development - Assistance for prototype development under make procedure,Projects of the Army,r_moddn2coods_cse_cssp_tdafpdump,r_moddn2coods_cse_cssp_tdafpdump_pota,100.0,1000000000.0,11764705.88235294
Techonology Development - Assistance for prototype development under make procedure,Projects of the Air Force,r_moddn2coods_cse_cssp_tdafpdump,r_moddn2coods_cse_cssp_tdafpdump_potaf,1131.62,11316199999.999998,133131764.70588233
