source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
Storage and Transmission,Bio Energy Programme,r_monaredn7monare_cse_cssp_sat,r_monaredn7monare_cse_cssp_sat_bep,381.85,3818500000.0,44923529.4117647
Storage and Transmission,Green Energy Corridor,r_monaredn7monare_cse_cssp_sat,r_monaredn7monare_cse_cssp_sat_gec,500.0,5000000000.0,58823529.4117647
Storage and Transmission,Support Programme,r_monaredn7monare_cse_cssp_sat,r_monaredn7monare_cse_cssp_sat_sp,123.0,1230000000.0,14470588.235294119
Bio Energy Programme,Bio-Power ( Grid ),r_monaredn7monare_cse_cssp_sat_bep,r_monaredn7monare_cse_cssp_sat_bep_bpg,159.0,1590000000.0,18705882.352941178
Bio Energy Programme,Bio-Power ( Off-Grid ),r_monaredn7monare_cse_cssp_sat_bep,r_monaredn7monare_cse_cssp_sat_bep_bpog,127.85,1278500000.0,15041176.470588235
Bio Energy Programme,Biogas Programme ( Off-Grid ),r_monaredn7monare_cse_cssp_sat_bep,r_monaredn7monare_cse_cssp_sat_bep_bpog,95.0,950000000.0,11176470.588235294
Support Programme,Human Resources Development and Training,r_monaredn7monare_cse_cssp_sat_sp,r_monaredn7monare_cse_cssp_sat_sp_hrdat,47.0,470000000.0,5529411.764705882
Support Programme,Information and Public Advertising (I&PA),r_monaredn7monare_cse_cssp_sat_sp,r_monaredn7monare_cse_cssp_sat_sp_iapaip,6.0,60000000.0,705882.3529411765
Support Programme,Research and Development,r_monaredn7monare_cse_cssp_sat_sp,r_monaredn7monare_cse_cssp_sat_sp_rad,70.0,700000000.0,8235294.117647059
Solar Energy,Kisan Urja Suraksha evam Utthaan Mahabhiyan (KUSUM ),r_monaredn7monare_cse_cssp_se,r_monaredn7monare_cse_cssp_se_kuseumk,1996.46,19964600000.0,234877647.05882353
Solar Energy,Solar Power (Grid),r_monaredn7monare_cse_cssp_se,r_monaredn7monare_cse_cssp_se_spg,4970.0,49700000000.0,584705882.3529412
Solar Energy,Solar Power (Off-Grid),r_monaredn7monare_cse_cssp_se,r_monaredn7monare_cse_cssp_se_spog,361.5,3615000000.0,42529411.76470588
Establishment Expenditure of the Centre,Office Buildings,r_monaredn7monare_cse_eeotc,r_monaredn7monare_cse_eeotc_ob,5.0,50000000.0,588235.2941176471
Establishment Expenditure of the Centre,Secretariat,r_monaredn7monare_cse_eeotc,r_monaredn7monare_cse_eeotc_s,60.19,601900000.0,7081176.470588235
Other Central Sector Expenditure,Autonomous Bodies,r_monaredn7monare_cse_ocse,r_monaredn7monare_cse_ocse_ab,54.0,540000000.0,6352941.176470588
Other Central Sector Expenditure,Others,r_monaredn7monare_cse_ocse,r_monaredn7monare_cse_ocse_o,228.0,2280000000.0,26823529.411764707
Autonomous Bodies,National Institute of Bio Energy,r_monaredn7monare_cse_ocse_ab,r_monaredn7monare_cse_ocse_ab_niobe,9.5,95000000.0,1117647.0588235294
Autonomous Bodies,National Institute of Solar Energy,r_monaredn7monare_cse_ocse_ab,r_monaredn7monare_cse_ocse_ab_niose,20.0,200000000.0,2352941.1764705884
Autonomous Bodies,National Institute of Wind Energy,r_monaredn7monare_cse_ocse_ab,r_monaredn7monare_cse_ocse_ab_niowe,24.5,245000000.0,2882352.9411764704
Others,Assistance to International Solar Alliance,r_monaredn7monare_cse_ocse_o,r_monaredn7monare_cse_ocse_o_atisa,100.0,1000000000.0,11764705.88235294
Others,Interest Payment and Issuing Expenses on the Bonds,r_monaredn7monare_cse_ocse_o,r_monaredn7monare_cse_ocse_o_ipaieotb,124.35,1243500000.0,14629411.764705881
Others,International Relations,r_monaredn7monare_cse_ocse_o,r_monaredn7monare_cse_ocse_o_ir,3.6,36000000.0,423529.4117647059
