source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",r,r_monaredn7monare,10222.0,102220000000.0,1202588235.2941177
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,r_monaredn7monare,r_monaredn7monare_cse,10222.0,102220000000.0,1202588235.2941177
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_monaredn7monare_cse,r_monaredn7monare_cse_cssp,9874.81,98748100000.0,1161742352.9411764
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_monaredn7monare_cse,r_monaredn7monare_cse_eeotc,65.19,651900000.0,7669411.764705882
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_monaredn7monare_cse,r_monaredn7monare_cse_ocse,282.0,2820000000.0,33176470.588235293
Central Sector Schemes/Projects,Hydrogen Mission,r_monaredn7monare_cse_cssp,r_monaredn7monare_cse_cssp_hm,297.0,2970000000.0,34941176.47058824
Central Sector Schemes/Projects,Programme for Wind and other Renewable Energy,r_monaredn7monare_cse_cssp,r_monaredn7monare_cse_cssp_pfwaore,1245.0,12450000000.0,146470588.2352941
Central Sector Schemes/Projects,Storage and Transmission,r_monaredn7monare_cse_cssp,r_monaredn7monare_cse_cssp_sat,1004.85,10048500000.0,118217647.05882353
Central Sector Schemes/Projects,Solar Energy,r_monaredn7monare_cse_cssp,r_monaredn7monare_cse_cssp_se,7327.96,73279600000.0,862112941.1764706
Programme for Wind and other Renewable Energy,Hydro Power (Grid),r_monaredn7monare_cse_cssp_pfwaore,r_monaredn7monare_cse_cssp_pfwaore_hpg,30.0,300000000.0,3529411.7647058824
Programme for Wind and other Renewable Energy,Hydro Power (Off-Grid),r_monaredn7monare_cse_cssp_pfwaore,r_monaredn7monare_cse_cssp_pfwaore_hpog,1.0,10000000.0,117647.05882352941
Programme for Wind and other Renewable Energy,Wind Power (Grid),r_monaredn7monare_cse_cssp_pfwaore,r_monaredn7monare_cse_cssp_pfwaore_wpg,1214.0,12140000000.0,142823529.4117647
