source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Consumer Affairs, Food and Public Distribution
Demand No. 14
Department of Consumer Affairs",r,r_mocafapddn1doca,250.66,2506600000.0,29489411.76470588
"Ministry of Consumer Affairs, Food and Public Distribution
Demand No. 14
Department of Consumer Affairs",CENTRE'S EXPENDITURE,r_mocafapddn1doca,r_mocafapddn1doca_cse,250.66,2506600000.0,29489411.76470588
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mocafapddn1doca_cse,r_mocafapddn1doca_cse_cssp,113.5,1135000000.0,13352941.176470589
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mocafapddn1doca_cse,r_mocafapddn1doca_cse_eeotc,137.16,1371600000.0,16136470.588235294
Central Sector Schemes/Projects,Consumer Protection,r_mocafapddn1doca_cse_cssp,r_mocafapddn1doca_cse_cssp_cp,68.0,680000000.0,8000000.0
Central Sector Schemes/Projects,Legal Metrology and Quality Assurance,r_mocafapddn1doca_cse_cssp,r_mocafapddn1doca_cse_cssp_lmaqa,45.5,455000000.0,5352941.176470588
Consumer Protection,CONFONET,r_mocafapddn1doca_cse_cssp_cp,r_mocafapddn1doca_cse_cssp_cp_c,38.589999999999996,385899999.99999994,4539999.999999999
CONFONET,Consumer Awareness (Advertising and Publicity),r_mocafapddn1doca_cse_cssp_cp_c,r_mocafapddn1doca_cse_cssp_cp_c_caaap,17.99,179899999.99999997,2116470.588235294
CONFONET,Consumer Protection Cell,r_mocafapddn1doca_cse_cssp_cp_c,r_mocafapddn1doca_cse_cssp_cp_c_cpc,7.6,76000000.0,894117.6470588235
CONFONET,Price Monitoring Structure,r_mocafapddn1doca_cse_cssp_cp_c,r_mocafapddn1doca_cse_cssp_cp_c_pms,6.0,60000000.0,705882.3529411765
CONFONET,"Strengthening Consumer Forum, Consumer Counseling and Mediation",r_mocafapddn1doca_cse_cssp_cp_c,r_mocafapddn1doca_cse_cssp_cp_c_scfccam,7.0,70000000.0,823529.4117647059
Legal Metrology and Quality Assurance,Bureau of Indian Standard,r_mocafapddn1doca_cse_cssp_lmaqa,r_mocafapddn1doca_cse_cssp_lmaqa_bois,0.5,5000000.0,58823.529411764706
Legal Metrology and Quality Assurance,National Test House,r_mocafapddn1doca_cse_cssp_lmaqa,r_mocafapddn1doca_cse_cssp_lmaqa_nth,17.0,170000000.0,2000000.0
Legal Metrology and Quality Assurance,Strengthening of Weights and Measures Infrastructure and Strengthening of Regional Reference Standard Laboratories and Indian Institute of Legal Metrology,r_mocafapddn1doca_cse_cssp_lmaqa,r_mocafapddn1doca_cse_cssp_lmaqa_sowamiasorrslaiiolm,28.0,280000000.0,3294117.6470588236
Bureau of Indian Standard,Setting-up of Gold Hallmarking / Assaying Centers in India,r_mocafapddn1doca_cse_cssp_lmaqa_bois,r_mocafapddn1doca_cse_cssp_lmaqa_bois_suoghacii,0.5,5000000.0,58823.529411764706
