name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,"Census, Survey and Statistics/Registrar General of India(RGI)",1564.65,0.18407647058823529
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Other Central Miscellaneous Expenditure,93.48,0.01099764705882353
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Human Right Commission (NHRC),70.0,0.00823529411764706
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Freedom Fighters (pension and other benefits),,653.08,0.07683294117647059
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Disaster Management,Other Disaster Management Schemes,251.92,0.02963764705882353
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Disaster Management,Infrastructure for Disaster Management,141.73,0.016674117647058825
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Helicopter Services,North Eastern Region,110.0,0.012941176470588235
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Helicopter Services,Jammu and Kashmir and Himachal Pradesh,11.0,0.0012941176470588236
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Helicopter Services,Ladakh,5.0,0.0005882352941176471
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Civic Action Programme and Media Plan,,30.0,0.0035294117647058825
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",CENTRE'S EXPENDITURE,National Disaster Response Force (NDRF),,,1601.02,0.18835529411764707
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,National Cyclone Risk Mitigation Project,,110.0,0.012941176470588235
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Payment to State Governments for Administration of Central Acts,,40.0,0.004705882352941177
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Home Guards,,18.31,0.0021541176470588237
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Civil Defence,,8.0,0.0009411764705882353
"Ministry of Home Affairs
Demand No. 49
Ministry of Home Affairs",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Grants to Autonomous Council for North Eastern States,,1.0,0.00011764705882352942
