name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Solar Energy,Solar Power (Grid),,4970.0,0.5847058823529412
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Solar Energy,Kisan Urja Suraksha evam Utthaan Mahabhiyan (KUSUM ),,1996.46,0.23487764705882352
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Solar Energy,Solar Power (Off-Grid),,361.5,0.04252941176470588
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Programme for Wind and other Renewable Energy,Wind Power (Grid),,1214.0,0.1428235294117647
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Programme for Wind and other Renewable Energy,Hydro Power (Grid),,30.0,0.0035294117647058825
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Programme for Wind and other Renewable Energy,Hydro Power (Off-Grid),,1.0,0.00011764705882352942
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Hydrogen Mission,,,297.0,0.03494117647058824
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Green Energy Corridor,,500.0,0.058823529411764705
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Bio Energy Programme,Bio-Power ( Grid ),159.0,0.018705882352941176
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Bio Energy Programme,Bio-Power ( Off-Grid ),127.85,0.015041176470588235
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Bio Energy Programme,Biogas Programme ( Off-Grid ),95.0,0.011176470588235295
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Support Programme,Research and Development,70.0,0.00823529411764706
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Support Programme,Human Resources Development and Training,47.0,0.0055294117647058825
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Storage and Transmission,Support Programme,Information and Public Advertising (I&PA),6.0,0.0007058823529411765
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Interest Payment and Issuing Expenses on the Bonds,,124.35,0.014629411764705882
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Assistance to International Solar Alliance,,100.0,0.011764705882352941
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,International Relations,,3.6,0.0004235294117647059
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Institute of Wind Energy,,24.5,0.0028823529411764704
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Institute of Solar Energy,,20.0,0.0023529411764705885
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,National Institute of Bio Energy,,9.5,0.0011176470588235294
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,,60.19,0.007081176470588235
"Ministry of New and Renewable Energy
Demand No. 71
Ministry of New and Renewable Energy",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Office Buildings,,,5.0,0.0005882352941176471
