name0,name1,name2,name3,amounts_inrcr,amounts_usdb
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 84
Union Public Service Commission",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Administrative Expenditure,208.44,0.02452235294117647
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 84
Union Public Service Commission",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Examinations and Selections,171.56,0.020183529411764708
