id,source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
0,,Ministry of Tourism,,mot,2291.4900000000002,22914900000.000004,269587058.8235295
1,Ministry of Tourism,Ministry of Tourism,mot,mot_mot,2291.4900000000002,22914900000.000004,269587058.8235295
2,Ministry of Tourism,CENTRE'S EXPENDITURE,mot_mot,mot_mot_cse,2286.2200000000003,22862200000.000004,268967058.8235295
3,Ministry of Tourism,TRANSFERS TO STATES/UTs,mot_mot,mot_mot_ttsu,5.27,52699999.99999999,619999.9999999999
4,CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,mot_mot_cse,mot_mot_cse_cssp,2286.2200000000003,22862200000.000004,268967058.8235295
5,Central Sector Schemes/Projects,Promotion and Publicity,mot_mot_cse_cssp,mot_mot_cse_cssp_pap,242.0,2420000000.0,28470588.23529412
6,Central Sector Schemes/Projects,Training and Skill Development,mot_mot_cse_cssp,mot_mot_cse_cssp_tasd,105.0,1050000000.0,12352941.176470589
7,Central Sector Schemes/Projects,Tourism Infrastructure,mot_mot_cse_cssp,mot_mot_cse_cssp_ti,1939.22,19392200000.0,228143529.4117647
8,Promotion and Publicity,Domestic Promotion and Publicity including Market Development Assistance,mot_mot_cse_cssp_pap,mot_mot_cse_cssp_pap_dpapimda,75.0,750000000.0,8823529.411764706
9,Promotion and Publicity,Overseas Promotion and Publicity including Market Development Assistance,mot_mot_cse_cssp_pap,mot_mot_cse_cssp_pap_opapimda,167.0,1670000000.0,19647058.82352941
10,Training and Skill Development,Assistance to IHMS/FCIs/IITTM/NIWS,mot_mot_cse_cssp_tasd,mot_mot_cse_cssp_tasd_atifin,70.0,700000000.0,8235294.117647059
11,Training and Skill Development,Capacity Building for Service Providers,mot_mot_cse_cssp_tasd,mot_mot_cse_cssp_tasd_cbfsp,35.0,350000000.0,4117647.0588235296
12,Tourism Infrastructure,Assistance to Central Agencies for Tourism Infrastructure Development,mot_mot_cse_cssp_ti,mot_mot_cse_cssp_ti_atcaftid,80.0,800000000.0,9411764.705882354
13,Tourism Infrastructure,Champion Services Sector Scheme,mot_mot_cse_cssp_ti,mot_mot_cse_cssp_ti_csss,196.22,1962200000.0,23084705.88235294
14,Tourism Infrastructure,Integrated Development of Tourist Circuits around specific themes (Swadesh Darshan),mot_mot_cse_cssp_ti,mot_mot_cse_cssp_ti_idotcastsd,1412.0,14120000000.0,166117647.05882353
15,Tourism Infrastructure,Loan Guarantee Scheme for the Covid affected Tourism Service Sector,mot_mot_cse_cssp_ti,mot_mot_cse_cssp_ti_lgsftcatss,1.0,10000000.0,117647.05882352941
16,Tourism Infrastructure,"Pilgrimage Rejuvenation and Spiritual, Heritage Augmentation Drive (PRASHAD)",mot_mot_cse_cssp_ti,mot_mot_cse_cssp_ti_prashadp,250.0,2500000000.0,29411764.70588235
17,TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,mot_mot_ttsu,mot_mot_ttsu_css,5.27,52699999.99999999,619999.9999999999
