name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants for Local Bodies,Rural Bodies,47018.0,5.531529411764706
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants for Local Bodies,Urban Bodies,24222.0,2.849647058823529
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Post Devolution Revenue Deficit Grant,,51673.0,6.0791764705882345
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants-in-Aid for State Disaster Response Fund,,19572.8,2.3026823529411766
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants for Health Sector,,13851.0,1.629529411764706
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants-in-Aid for State Disaster Mitigation Fund,,4893.2,0.5756705882352942
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants for Incubation of new Cities,,4000.0,0.47058823529411764
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,Grants for shared Municipal Services,,250.0,0.029411764705882353
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Special Assistance as Loan to States for Capital Expenditure,,,130000.0,15.294117647058822
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Additional Central Assistance for Externally Aided Projects (Block Loans),,,24550.0,2.888235294117647
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Special Assistance,,,12000.0,1.4117647058823528
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Additional Central Assistance for Externally Aided Projects (Grants),,,4900.0,0.5764705882352941
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Assistance to States from National Disaster Response Fund (NDRF),,,4880.0,0.5741176470588236
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,Loans as Advance Assistance for Relief (erstwhile Ways and Means Advance),,,100.0,0.011764705882352941
