name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Civil Audit and Accounts Offices,Civil Audit Offices,3157.48,0.37146823529411765
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Civil Audit and Accounts Offices,Civil Accounts Offices,1554.44,0.18287529411764705
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Civil Audit and Accounts Offices,Training,84.52,0.009943529411764705
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Civil Audit and Accounts Offices,Centralised Procurement,24.04,0.002828235294117647
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Railway Audit Offices,,312.52,0.03676705882352942
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Commercial Audit Offices,,273.42,0.03216705882352941
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Comptroller and Auditor General of India,,263.67,0.03102
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,P and  T Audit Offices,,179.74,0.021145882352941178
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Defence Audit Offices,,149.67,0.017608235294117643
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Indian Audit and Accounts Department,,112.76,0.013265882352941176
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Overseas Audit Offices,,40.77,0.004796470588235294
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Purchase of ready-built office building,,20.0,0.0023529411764705885
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Purchase of ready-built Residential Accommodation,,10.0,0.0011764705882352942
"Ministry of Finance
Demand No. 38
Indian Audit and Accounts Department",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Recoveries adjusted in reduction of Expenditure,,-376.9,-0.04434117647058824
