name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,National Highways Authority of India,,162207.0,19.083176470588235
"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Roads and Bridges,Road Works,107713.38,12.672162352941177
"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Road Transport and Safety,"Research, Training, Studies and Other Road Safety Schemes",330.0,0.0388235294117647
"Ministry of Road Transport and Highways
Demand No. 86
Ministry of Road Transport and Highways",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,184.33,0.021685882352941176
