name0,name1,name2,name3,amounts_inrcr,amounts_usdb
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Council of Ministers,832.81,0.09797764705882352
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,National Security Council Secretariat,185.7,0.02184705882352941
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Office of Principal Scientific Advisor,96.93,0.011403529411764708
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Cabinet Secretariat,71.91,0.00846
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Prime Minister's Office,62.65,0.0073705882352941175
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Hospitality and Entertainment Expenses,6.88,0.0008094117647058824
"Ministry of Home Affairs
Demand No. 50
Cabinet",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat assistance to Ex-Governors,1.8,0.00021176470588235295
