name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Manufacturing Suspense,,55855.18,6.571197647058823
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Transfer to Railway Safety Fund,,45000.0,5.294117647058823
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Rolling Stock,,37581.0,4.421294117647059
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Investment in PSU/JV/SPV etc.,,34353.55,4.041594117647059
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,New Lines,,31850.0,3.7470588235294118
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Doubling,,30749.4,3.617576470588235
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Stores Suspense,,29512.87,3.4721023529411763
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Transfer to National Investment Fund,,29434.99,3.46294
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Leased assets - Payment of Capital Component,,22228.57,2.615125882352941
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Track Renewals,,17296.84,2.0349223529411766
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Customer Amenities,,13355.0,1.5711764705882354
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Sovereign Green Fund,,12479.0,1.4681176470588235
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Transfer to Central Road and Infrastructure Fund,,12049.7,1.4176117647058823
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Transfer to Rashtirya Rail Sanraksha Kosh,From Gross Budgetary Support,10000.0,1.1764705882352942
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Electrification Projects,,8070.0,0.9494117647058823
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Road Safety Works - Road Over/Under Bridges,,7400.0,0.8705882352941177
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Traffic Facilities - Yard Remodelling and Others,,6715.0,0.79
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Workshop Including Production Units,,4600.5,0.541235294117647
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Gauge Conversion,,4600.0,0.5411764705882353
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Signalling and Telecom,,4198.22,0.49390823529411765
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Metropolitan Transportation Projects,,2450.0,0.28823529411764703
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Other Electrical Works,,1650.0,0.19411764705882353
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Miscellaneous Advances,,1304.93,0.15352117647058824
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Other Specified Works,,1300.0,0.15294117647058825
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,"Bridge Works, Turnnel Works and Approaches",,1255.0,0.1476470588235294
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Machinery and Plant,,740.0,0.08705882352941176
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Road Safety Works - Level Crossings,,700.0,0.08235294117647059
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Staff Welfare,,628.82,0.07397882352941178
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Computerisation,,425.0,0.05
"Ministry of Railways
Demand No. 85
Ministry of Railways",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Training/Human Resource Development,,305.0,0.035882352941176476
