name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Pharmaceutical Industry,Development of Pharmaceutical Indsutry,Promotion of Bulk Drug Parks,900,0.10588235294117647
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Pharmaceutical Industry,Development of Pharmaceutical Indsutry,Promotion of Medical Device Parks,200,0.023529411764705882
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Pharmaceutical Industry,Development of Pharmaceutical Indsutry,Pharmaceuticals Technology Upgradation Assistance Scheme(PTUAS),95,0.011176470588235295
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Pharmaceutical Industry,Development of Pharmaceutical Indsutry,Assistance to Pharmaceutical Industry for Common Facilities(API-CF)/Cluster Development,51,0.006
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Development of Pharmaceutical Industry,Development of Pharmaceutical Indsutry,Pharmaceutical Promotion & Development Scheme(PPDS),4,0.00047058823529411766
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Production Linked Incentive Schemes,Production Linked Incentive Schemes,Production Linked Incentive Scheme for Pharmaceuticals,1000,0.11764705882352941
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Production Linked Incentive Schemes,Production Linked Incentive Schemes,Production Linked Incentive(PLI) Scheme for Promotion of Domestic Manufacturing of Critical Key Starting Materials(KSMs)/Drug Intermediates(DIs) and Active Pharmaceutical Ingredients(APIs) in India,100,0.011764705882352941
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Production Linked Incentive Schemes,Production Linked Incentive Schemes,Production Linked Incentive (PLI) Scheme for Domestic Manufacturing of Medical Devices,100,0.011764705882352941
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Jan Aushadhi Scheme,,,115,0.013529411764705882
"Ministry of Chemicals and Fertilisers
Demand No. 7
Department of Pharmaceuticals",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Consumer Awareness Publicity and Price Monitoring,,,5,0.0005882352941176471
