source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Chemicals and Fertilisers
Demand No. 5
Department of Chemicals and Petrochemicals",r,r_mocafdn5docap,150.9,1509000000.0,17752941.17647059
"Ministry of Chemicals and Fertilisers
Demand No. 5
Department of Chemicals and Petrochemicals",CENTRE'S EXPENDITURE,r_mocafdn5docap,r_mocafdn5docap_cse,150.9,1509000000.0,17752941.17647059
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mocafdn5docap_cse,r_mocafdn5docap_cse_cssp,22.0,220000000.0,2588235.294117647
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mocafdn5docap_cse,r_mocafdn5docap_cse_ocse,128.9,1289000000.0,15164705.88235294
Central Sector Schemes/Projects,New Schemes of Petrochemicals,r_mocafdn5docap_cse_cssp,r_mocafdn5docap_cse_cssp_nsop,22.0,220000000.0,2588235.294117647
Other Central Sector Expenditure,Autonomous Bodies,r_mocafdn5docap_cse_ocse,r_mocafdn5docap_cse_ocse_ab,105.5,1055000000.0,12411764.705882354
Other Central Sector Expenditure,Statutory and Regulatory Bodies,r_mocafdn5docap_cse_ocse,r_mocafdn5docap_cse_ocse_sarb,23.4,234000000.0,2752941.1764705884
Autonomous Bodies,Central Institute of Petrochemicals Engineering and Technology (CIPET),r_mocafdn5docap_cse_ocse_ab,r_mocafdn5docap_cse_ocse_ab_ciopeatc,92.88,928800000.0,10927058.823529411
Autonomous Bodies,Institute of Pesticides Formulation Technology (IPFT),r_mocafdn5docap_cse_ocse_ab,r_mocafdn5docap_cse_ocse_ab_iopfti,12.62,126199999.99999999,1484705.882352941
Statutory and Regulatory Bodies,Assistance related to Bhopal Gas Leak Disaster,r_mocafdn5docap_cse_ocse_sarb,r_mocafdn5docap_cse_ocse_sarb_artbgld,23.4,234000000.0,2752941.1764705884
