source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",r,r_motadn1mota,12401.0,124010000000.0,1458941176.4705882
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",CENTRE'S EXPENDITURE,r_motadn1mota,r_motadn1mota_cse,6633.49,66334900000.0,780410588.2352941
"Ministry of Tribal Affairs
Demand No. 100
Ministry of Tribal Affairs",TRANSFERS TO STATES/UTs,r_motadn1mota,r_motadn1mota_ttsu,5767.509999999999,57675099999.99999,678530588.235294
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_motadn1mota_cse,r_motadn1mota_cse_cssp,6618.49,66184900000.0,778645882.3529412
CENTRE'S EXPENDITURE,Public Sector Undertakings,r_motadn1mota_cse,r_motadn1mota_cse_psu,15.0,150000000.0,1764705.8823529412
Central Sector Schemes/Projects,Eklavya Model Residential Schools (EMRS),r_motadn1mota_cse_cssp,r_motadn1mota_cse_cssp_emrse,6598.49,65984900000.0,776292941.1764706
Central Sector Schemes/Projects,National Tribal Welfare Program,r_motadn1mota_cse_cssp,r_motadn1mota_cse_cssp_ntwp,20.0,200000000.0,2352941.1764705884
Eklavya Model Residential Schools (EMRS),Eklavya Model Residential Schools (EMRS),r_motadn1mota_cse_cssp_emrse,r_motadn1mota_cse_cssp_emrse_emrse,5943.0,59430000000.0,699176470.5882353
Eklavya Model Residential Schools (EMRS),National Tribal Welfare Program,r_motadn1mota_cse_cssp_emrse,r_motadn1mota_cse_cssp_emrse_ntwp,655.49,6554900000.0,77116470.58823529
National Tribal Welfare Program,Aid to Voluntary Organizations working for the welfare of scheduled Tribes,r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_atvowftwost,140.0,1400000000.0,16470588.235294119
National Tribal Welfare Program,"Monitoring, Evaluation, Survey, Social Audit (MESSA)",r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_messam,23.0,230000000.0,2705882.3529411764
National Tribal Welfare Program,National Fellowship and Scholarship for Higher Education of ST students,r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_nfasfheoss,145.0,1450000000.0,17058823.529411763
National Tribal Welfare Program,National Overseas Scholarship Scheme,r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_noss,4.0,40000000.0,470588.23529411765
National Tribal Welfare Program,Pradhan Mantri Jan Jatiya Vikas Mission (PMJVM),r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_pmjjvmp,288.49,2884900000.0,33940000.0
National Tribal Welfare Program,"Tribal Research Information, Education, Communication and Events (TRI-ECE)",r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_triecaete,25.0,250000000.0,2941176.470588235
National Tribal Welfare Program,Venture Capital Fund for Scheduled Tribes,r_motadn1mota_cse_cssp_emrse_ntwp,r_motadn1mota_cse_cssp_emrse_ntwp_vcffst,30.0,300000000.0,3529411.7647058824
National Tribal Welfare Program,Marketing and Logistics Development for Promoting Tribal Products from North Eastern Region.,r_motadn1mota_cse_cssp_ntwp,r_motadn1mota_cse_cssp_ntwp_maldfptpfner,20.0,200000000.0,2352941.1764705884
Public Sector Undertakings,Support to National/state Scheduled Tribes Finance and Development Corporation,r_motadn1mota_cse_psu,r_motadn1mota_cse_psu_stnsstfadc,15.0,150000000.0,1764705.8823529412
TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,r_motadn1mota_ttsu,r_motadn1mota_ttsu_css,4295.4,42954000000.0,505341176.4705882
TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,r_motadn1mota_ttsu,r_motadn1mota_ttsu_oglt,1472.11,14721099999.999998,173189411.76470587
Centrally Sponsored Schemes,Umbrella Programme for Development of Scheduled Tribes,r_motadn1mota_ttsu_css,r_motadn1mota_ttsu_css_upfdost,4295.4,42954000000.0,505341176.4705882
Umbrella Programme for Development of Scheduled Tribes,Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),r_motadn1mota_ttsu_css_upfdost,r_motadn1mota_ttsu_css_upfdost_pfdostpvky,4295.4,42954000000.0,505341176.4705882
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Administrative Cost to States/UTs,r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_actsu,53.22,532200000.0,6261176.470588235
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Development of Particularly Vulnerable Tribal Groups(PVTGs),r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_dopvtgp,256.14,2561400000.0,30134117.647058822
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Pradhan Mantri Adi Adarsh Gram Yojna (PMAAGY),r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_pmaagyp,1485.0,14850000000.0,174705882.3529412
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Post- Matric Scholarship for STs,r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_pmsfs,1970.77,19707700000.0,231855294.11764705
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Pre- Matric Scholarship for STs,r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_pmsfs,411.63,4116300000.0,48427058.823529415
Programme for Development of Scheduled Tribes(PM Vanbandhu Kalyan Yojna),Support to Tribal Research Institute,r_motadn1mota_ttsu_css_upfdost_pfdostpvky,r_motadn1mota_ttsu_css_upfdost_pfdostpvky_sttri,118.64,1186400000.0,13957647.05882353
Other Grants/Loans/Transfers,Grants under proviso to Article 275(1) of the Constitution,r_motadn1mota_ttsu_oglt,r_motadn1mota_ttsu_oglt_gupta21otc,1472.11,14721099999.999998,173189411.76470587
