source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Youth Affairs and Sports
Demand No. 102
Ministry of Youth Affairs and Sports",r,r_moyaasdn1moyaas,3397.32,33973200000.0,399684705.88235295
"Ministry of Youth Affairs and Sports
Demand No. 102
Ministry of Youth Affairs and Sports",CENTRE'S EXPENDITURE,r_moyaasdn1moyaas,r_moyaasdn1moyaas_cse,3397.32,33973200000.0,399684705.88235295
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_moyaasdn1moyaas_cse,r_moyaasdn1moyaas_cse_cssp,1913.51,19135100000.0,225118823.52941176
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_moyaasdn1moyaas_cse,r_moyaasdn1moyaas_cse_eeotc,44.23,442299999.99999994,5203529.411764706
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_moyaasdn1moyaas_cse,r_moyaasdn1moyaas_cse_ocse,1439.58,14395800000.0,169362352.94117647
Central Sector Schemes/Projects,Assistance to National Sports Federations,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_atnsf,325.0,3250000000.0,38235294.11764706
Central Sector Schemes/Projects,Encouragement and Awards to Sportspersons,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_eaats,62.0,620000000.0,7294117.647058823
Central Sector Schemes/Projects,Khelo India -National Programme for Development of Sports,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_kinpfdos,1045.0,10450000000.0,122941176.47058824
Central Sector Schemes/Projects,National Centre of Sports Science & Research,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_ncossr,13.0,130000000.0,1529411.7647058824
Central Sector Schemes/Projects,Rashtriya Yuva Sashaktikaran Karyakaram,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_rysk,140.51,1405100000.0,16530588.235294119
Central Sector Schemes/Projects,Scheme of Human Resource Development in Sports,r_moyaasdn1moyaas_cse_cssp,r_moyaasdn1moyaas_cse_cssp_sohrdis,3.0,30000000.0,352941.17647058825
Encouragement and Awards to Sportspersons,Incentive to Sports Persons,r_moyaasdn1moyaas_cse_cssp_eaats,r_moyaasdn1moyaas_cse_cssp_eaats_itsp,45.0,450000000.0,5294117.647058823
Encouragement and Awards to Sportspersons,National Sports Development Fund,r_moyaasdn1moyaas_cse_cssp_eaats,r_moyaasdn1moyaas_cse_cssp_eaats_nsdf,15.0,150000000.0,1764705.8823529412
Encouragement and Awards to Sportspersons,National Welfare Fund for Sports Persons,r_moyaasdn1moyaas_cse_cssp_eaats,r_moyaasdn1moyaas_cse_cssp_eaats_nwffsp,2.0,20000000.0,235294.11764705883
Khelo India -National Programme for Development of Sports,Commonwealth Games,r_moyaasdn1moyaas_cse_cssp_kinpfdos,r_moyaasdn1moyaas_cse_cssp_kinpfdos_cg,30.0,300000000.0,3529411.7647058824
Khelo India -National Programme for Development of Sports,Enhancement of Sports Facility at J& K,r_moyaasdn1moyaas_cse_cssp_kinpfdos,r_moyaasdn1moyaas_cse_cssp_kinpfdos_eosfajk,15.0,150000000.0,1764705.8823529412
Khelo India -National Programme for Development of Sports,Khelo India,r_moyaasdn1moyaas_cse_cssp_kinpfdos,r_moyaasdn1moyaas_cse_cssp_kinpfdos_ki,1000.0,10000000000.0,117647058.8235294
Rashtriya Yuva Sashaktikaran Karyakaram,International Cooperation,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_ic,23.11,231100000.0,2718823.529411765
Rashtriya Yuva Sashaktikaran Karyakaram,National Programme for Youth and Adolescent Development,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_npfyaad,22.0,220000000.0,2588235.294117647
Rashtriya Yuva Sashaktikaran Karyakaram,National Youth Corps,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_nyc,75.0,750000000.0,8823529.411764706
Rashtriya Yuva Sashaktikaran Karyakaram,National Young Leaders Programme,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_nylp,12.0,120000000.0,1411764.705882353
Rashtriya Yuva Sashaktikaran Karyakaram,Scouting and Guiding,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_sag,1.5,15000000.0,176470.58823529413
Rashtriya Yuva Sashaktikaran Karyakaram,Youth Hostel,r_moyaasdn1moyaas_cse_cssp_rysk,r_moyaasdn1moyaas_cse_cssp_rysk_yh,6.9,69000000.0,811764.7058823529
Establishment Expenditure of the Centre,Secretariat,r_moyaasdn1moyaas_cse_eeotc,r_moyaasdn1moyaas_cse_eeotc_s,44.23,442299999.99999994,5203529.411764706
Other Central Sector Expenditure,Autonomous Bodies,r_moyaasdn1moyaas_cse_ocse,r_moyaasdn1moyaas_cse_ocse_ab,1435.58,14355800000.0,168891764.70588234
