source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Jal Shakti
Demand No. 62
Department of Water Resources, River Development and Ganga Rejuvenation",r,r_mojsdn6dowrrdagr,21464.0,214640000000.0,2525176470.5882354
"Ministry of Jal Shakti
Demand No. 62
Department of Water Resources, River Development and Ganga Rejuvenation",CENTRE'S EXPENDITURE,r_mojsdn6dowrrdagr,r_mojsdn6dowrrdagr_cse,9076.769999999999,90767699999.99998,1067855294.1176469
"Ministry of Jal Shakti
Demand No. 62
Department of Water Resources, River Development and Ganga Rejuvenation",TRANSFERS TO STATES/UTs,r_mojsdn6dowrrdagr,r_mojsdn6dowrrdagr_ttsu,12387.23,123872300000.0,1457321176.4705882
CENTRE'S EXPENDITURE,"Attached, Subordinate and Other Offices",r_mojsdn6dowrrdagr_cse,r_mojsdn6dowrrdagr_cse_asaoo,1130.26,11302600000.0,132971764.70588236
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mojsdn6dowrrdagr_cse,r_mojsdn6dowrrdagr_cse_cssp,6258.11,62581100000.0,736248235.2941177
CENTRE'S EXPENDITURE,Secretariat,r_mojsdn6dowrrdagr_cse,r_mojsdn6dowrrdagr_cse_s,279.07,2790700000.0,32831764.70588235
CENTRE'S EXPENDITURE,Total - Establishment Expenditure of the Centre,r_mojsdn6dowrrdagr_cse,r_mojsdn6dowrrdagr_cse_teeotc,1409.33,14093300000.0,165803529.4117647
"Attached, Subordinate and Other Offices",Brahmaputra Board,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_bb,50.0,500000000.0,5882352.94117647
"Attached, Subordinate and Other Offices",Bansagar Control Board,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_bcb,0.55,5500000.0,64705.882352941175
"Attached, Subordinate and Other Offices",Central Ground Water Board,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_cgwb,304.49,3044900000.0,35822352.941176474
"Attached, Subordinate and Other Offices",Central Soil and Material Research Station,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_csamrs,28.77,287700000.0,3384705.882352941
"Attached, Subordinate and Other Offices",Central Water and Power Research Station,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_cwaprs,100.0,1000000000.0,11764705.88235294
"Attached, Subordinate and Other Offices",Central Water Commission,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_cwc,460.0,4600000000.0,54117647.058823526
"Attached, Subordinate and Other Offices",National Dam Safety Authority,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_ndsa,12.68,126800000.0,1491764.705882353
"Attached, Subordinate and Other Offices",North Eastern Regional Institute of Water and Land Management (NERIWALM),r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_neriowalmn,26.02,260200000.0,3061176.470588235
"Attached, Subordinate and Other Offices",National Institute of Hydrology,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_nioh,50.0,500000000.0,5882352.94117647
"Attached, Subordinate and Other Offices",National River Conservation Directorate,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_nrcd,8.5,85000000.0,1000000.0
"Attached, Subordinate and Other Offices",National Water Academy,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_nwa,16.45,164500000.0,1935294.1176470588
"Attached, Subordinate and Other Offices",National Water Development Agency (NWDA),r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_nwdan,55.0,550000000.0,6470588.235294118
"Attached, Subordinate and Other Offices",National Water Informatics Centre,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_nwic,3.95,39500000.0,464705.8823529412
"Attached, Subordinate and Other Offices",Rajeev Gandhi National Ground Water Training and Research Institute,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_rgngwtari,3.85,38500000.0,452941.17647058825
"Attached, Subordinate and Other Offices",Upper Yamuna River Board,r_mojsdn6dowrrdagr_cse_asaoo,r_mojsdn6dowrrdagr_cse_asaoo_uyrb,10.0,100000000.0,1176470.5882352942
Central Sector Schemes/Projects,Major Irrigation Projects,r_mojsdn6dowrrdagr_cse_cssp,r_mojsdn6dowrrdagr_cse_cssp_mip,105.98,1059800000.0,12468235.294117646
