source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Petroleum and Natural Gas
Demand No. 76
Ministry of Petroleum and Natural Gas",r,r_mopangdn7mopang,41007.719999999994,410077199999.99994,4824437647.058823
"Ministry of Petroleum and Natural Gas
Demand No. 76
Ministry of Petroleum and Natural Gas",CENTRE'S EXPENDITURE,r_mopangdn7mopang,r_mopangdn7mopang_cse,41007.719999999994,410077199999.99994,4824437647.058823
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mopangdn7mopang_cse,r_mopangdn7mopang_cse_cssp,40785.6,407856000000.0,4798305882.3529415
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mopangdn7mopang_cse,r_mopangdn7mopang_cse_eeotc,52.88,528800000.0,6221176.470588235
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mopangdn7mopang_cse,r_mopangdn7mopang_cse_ocse,169.24,1692400000.0,19910588.23529412
Central Sector Schemes/Projects,Capital Support to Oil Marketing Companies,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_cstomc,30000.0,300000000000.0,3529411764.7058825
Central Sector Schemes/Projects,Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_igglipotnengpg,1800.0,18000000000.0,211764705.88235295
Central Sector Schemes/Projects,LPG Subsidy,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_ls,2257.09,22570900000.0,265540000.0
Central Sector Schemes/Projects,Numaligarh Refinery Expansion Project,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_nrep,500.0,5000000000.0,58823529.4117647
Central Sector Schemes/Projects,Refinery and Conservation,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_rac,227.26,2272600000.0,26736470.588235293
Central Sector Schemes/Projects,Scheme for promotion of flagging of merchant ships in India,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_sfpofomsii,290.44,2904400000.0,34169411.76470588
Central Sector Schemes/Projects,Strategic Oil Reserves,r_mopangdn7mopang_cse_cssp,r_mopangdn7mopang_cse_cssp_sor,5710.81,57108100000.00001,671860000.0000001
Indradhanush Gas Grid Limited(IGGL)-part of the North East Natural Gas Pipeline Grid,Programme Component,r_mopangdn7mopang_cse_cssp_igglipotnengpg,r_mopangdn7mopang_cse_cssp_igglipotnengpg_pc,1800.0,18000000000.0,211764705.88235295
LPG Subsidy,Direct Benefit Transfer - LPG,r_mopangdn7mopang_cse_cssp_ls,r_mopangdn7mopang_cse_cssp_ls_dbtl,180.0,1800000000.0,21176470.588235293
LPG Subsidy,Feedstock Subsidy to BCPL/Assam Gas Cracker Complex,r_mopangdn7mopang_cse_cssp_ls,r_mopangdn7mopang_cse_cssp_ls_fstbagcc,392.06,3920600000.0,46124705.88235294
LPG Subsidy,Other subsidy payable including for North Eastern Region,r_mopangdn7mopang_cse_cssp_ls,r_mopangdn7mopang_cse_cssp_ls_ospifner,1633.02,16330200000.0,192120000.0
LPG Subsidy,Project Management Expenditure,r_mopangdn7mopang_cse_cssp_ls,r_mopangdn7mopang_cse_cssp_ls_pme,52.0,520000000.0,6117647.05882353
Refinery and Conservation,Pradhan Mantri JI-VAN Yojna,r_mopangdn7mopang_cse_cssp_rac,r_mopangdn7mopang_cse_cssp_rac_pmjvy,227.26,2272600000.0,26736470.588235293
Strategic Oil Reserves,Indian Strategic Petroleum Reserve Limited (ISPRL) Phase II (Construction of Cavems),r_mopangdn7mopang_cse_cssp_sor,r_mopangdn7mopang_cse_cssp_sor_isprlipicoc,508.0,5080000000.0,59764705.88235294
Strategic Oil Reserves,Payment to ISPRL for Strategic Crude Oil Reserve (O and M),r_mopangdn7mopang_cse_cssp_sor,r_mopangdn7mopang_cse_cssp_sor_ptifscoroam,202.81,2028100000.0,23860000.0
Strategic Oil Reserves,Payment to Indian Strategic Petroleum Reserve Limited (ISPRL) for Crude Oil Reserve,r_mopangdn7mopang_cse_cssp_sor,r_mopangdn7mopang_cse_cssp_sor_ptisprlifcor,5000.0,50000000000.0,588235294.117647
Establishment Expenditure of the Centre,Secretariat,r_mopangdn7mopang_cse_eeotc,r_mopangdn7mopang_cse_eeotc_s,52.88,528800000.0,6221176.470588235
Other Central Sector Expenditure,Autonomous Bodies,r_mopangdn7mopang_cse_ocse,r_mopangdn7mopang_cse_ocse_ab,169.24,1692400000.0,19910588.23529412
Autonomous Bodies,Indian Institute of Petroleum Energy,r_mopangdn7mopang_cse_ocse_ab,r_mopangdn7mopang_cse_ocse_ab_iiope,168.0,1680000000.0,19764705.88235294
Autonomous Bodies,Society for Petroleum Laboratories,r_mopangdn7mopang_cse_ocse_ab,r_mopangdn7mopang_cse_ocse_ab_sfpl,1.24,12400000.0,145882.35294117648
