source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Commerce and Industry
Demand No. 11
Department for Promotion of Industry and Internal Trade",r,r_mocaidn1dfpoiait,8200.630000000001,82006300000.00002,964780000.0000002
"Ministry of Commerce and Industry
Demand No. 11
Department for Promotion of Industry and Internal Trade",CENTRE'S EXPENDITURE,r_mocaidn1dfpoiait,r_mocaidn1dfpoiait_cse,8200.630000000001,82006300000.00002,964780000.0000002
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mocaidn1dfpoiait_cse,r_mocaidn1dfpoiait_cse_cssp,7372.03,73720300000.0,867297647.0588236
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mocaidn1dfpoiait_cse,r_mocaidn1dfpoiait_cse_eeotc,648.35,6483500000.0,76276470.58823529
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mocaidn1dfpoiait_cse,r_mocaidn1dfpoiait_cse_ocse,180.25,1802500000.0,21205882.352941178
Central Sector Schemes/Projects,"Footwear, Leather and Accessories Development Programme (FLADP)",r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_flaadpf,250.0,2500000000.0,29411764.70588235
Central Sector Schemes/Projects,Industrial Development of Backward and Remote Areas,r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_idobara,1108.0,11080000000.0,130352941.1764706
Central Sector Schemes/Projects,"Industrial Development of Ladakh, 2022",r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_idol2,97.3,973000000.0,11447058.823529411
Central Sector Schemes/Projects,Industrial Infrastructure Upgradation Scheme (IIUS),r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_iiusi,5.0,50000000.0,588235.2941176471
Central Sector Schemes/Projects,Make in India,r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_mii,2180.0,21800000000.0,256470588.2352941
Central Sector Schemes/Projects,National Industrial Corridors,r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_nic,2000.0,20000000000.0,235294117.6470588
Central Sector Schemes/Projects,Price and Production Statistics,r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_paps,17.85,178500000.0,2100000.0
Central Sector Schemes/Projects,Refund of Central and Integrated GST to Industrial Units in North Eastern Region and Himalayan States,r_mocaidn1dfpoiait_cse_cssp,r_mocaidn1dfpoiait_cse_cssp_rocaigtiuinerahs,1713.88,17138800000.000002,201632941.1764706
Industrial Development of Backward and Remote Areas,Industrial Development of UT of Jammu and Kashmir,r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_idouojak,150.0,1500000000.0,17647058.82352941
Industrial Development of Backward and Remote Areas,"Industrial Development Scheme, 2017 for Union Territory of Jammu & Kashmir and Union Territory of Ladakh",r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_ids2futojkautol,50.0,500000000.0,5882352.94117647
Industrial Development of Backward and Remote Areas,"Industrial Development Scheme for Himachal Pradesh & Uttarakhand, 2017",r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_idsfhpu2,250.0,2500000000.0,29411764.70588235
Industrial Development of Backward and Remote Areas,North Eastern Industrial and Investment Promotion Policy (NEIPP),r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_neiaippn,200.0,2000000000.0,23529411.76470588
Industrial Development of Backward and Remote Areas,North East Industrial Development Scheme (NEIDS) 2017,r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_neidsn2,400.0,4000000000.0,47058823.52941176
Industrial Development of Backward and Remote Areas,"Package for Special Catagory States for Jammu and Kashmir,  Himachal Pradesh and Uttarakhand",r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_pfscsfjakhpau,8.0,80000000.0,941176.4705882353
Industrial Development of Backward and Remote Areas,Transport/Freight Subsidy Scheme,r_mocaidn1dfpoiait_cse_cssp_idobara,r_mocaidn1dfpoiait_cse_cssp_idobara_tfss,50.0,500000000.0,5882352.94117647
Make in India,Credit Guarantee Fund,r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_cgf,250.0,2500000000.0,29411764.70588235
Make in India,Ease of Doing Business,r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_eodb,10.0,100000000.0,1176470.5882352942
Make in India,Fund of Funds,r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_fof,1470.0,14700000000.0,172941176.47058824
Make in India,Production Linked Incentive Scheme (PLI) for White Goods (ACs and LED Lights),r_mocaidn1dfpoiait_cse_cssp_mii,r_mocaidn1dfpoiait_cse_cssp_mii_plispfwgaall,65.0,650000000.0,7647058.823529412
