source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Skill Development and Entrepreneurship
Demand No. 92
Ministry of Skill Development and Entrepreneurship",r,r_mosdaedn9mosdae,3195.08,31950800000.0,375891764.7058824
"Ministry of Skill Development and Entrepreneurship
Demand No. 92
Ministry of Skill Development and Entrepreneurship",CENTRE'S EXPENDITURE,r_mosdaedn9mosdae,r_mosdaedn9mosdae_cse,2300.62,23006200000.0,270661176.4705882
"Ministry of Skill Development and Entrepreneurship
Demand No. 92
Ministry of Skill Development and Entrepreneurship",TRANSFERS TO STATES/UTs,r_mosdaedn9mosdae,r_mosdaedn9mosdae_ttsu,894.46,8944600000.0,105230588.23529412
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mosdaedn9mosdae_cse,r_mosdaedn9mosdae_cse_cssp,2278.37,22783700000.0,268043529.4117647
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mosdaedn9mosdae_cse,r_mosdaedn9mosdae_cse_ocse,22.25,222500000.0,2617647.0588235296
Central Sector Schemes/Projects,Skill India Programme,r_mosdaedn9mosdae_cse_cssp,r_mosdaedn9mosdae_cse_cssp_sip,2278.37,22783700000.0,268043529.4117647
Other Central Sector Expenditure,Autonomous Bodies,r_mosdaedn9mosdae_cse_ocse,r_mosdaedn9mosdae_cse_ocse_ab,2.01,20099999.999999996,236470.58823529407
Other Central Sector Expenditure,Statutory and Regulatory Bodies,r_mosdaedn9mosdae_cse_ocse,r_mosdaedn9mosdae_cse_ocse_sarb,20.24,202399999.99999997,2381176.4705882347
Autonomous Bodies,Indian Institute of Entrepreneurship (IIE),r_mosdaedn9mosdae_cse_ocse_ab,r_mosdaedn9mosdae_cse_ocse_ab_iioei,1.0,10000000.0,117647.05882352941
Autonomous Bodies,National Institute of Entrepreneurship and Small Business Development (NIESBUD),r_mosdaedn9mosdae_cse_ocse_ab,r_mosdaedn9mosdae_cse_ocse_ab_nioeasbdn,1.0,10000000.0,117647.05882352941
Statutory and Regulatory Bodies,National Council for Vocational Education and Training (NCVET),r_mosdaedn9mosdae_cse_ocse_sarb,r_mosdaedn9mosdae_cse_ocse_sarb_ncfveatn,20.24,202399999.99999997,2381176.4705882347
TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,r_mosdaedn9mosdae_ttsu,r_mosdaedn9mosdae_ttsu_css,894.46,8944600000.0,105230588.23529412
Centrally Sponsored Schemes,Jobs and Skill Development,r_mosdaedn9mosdae_ttsu_css,r_mosdaedn9mosdae_ttsu_css_jasd,894.4599999999999,8944600000.0,105230588.23529412
Jobs and Skill Development,Skill Acquisition and Knowledge Awareness for Livelihood Promotion (SANKALP) - EAP,r_mosdaedn9mosdae_ttsu_css_jasd,r_mosdaedn9mosdae_ttsu_css_jasd_saakaflpse,488.08,4880800000.0,57421176.47058824
Jobs and Skill Development,Strengthening of Infrastructure for Institutional Training,r_mosdaedn9mosdae_ttsu_css_jasd,r_mosdaedn9mosdae_ttsu_css_jasd_soifit,106.38,1063800000.0,12515294.11764706
Jobs and Skill Development,Skill Strengthening for Industrial Value Enhancements (STRIVE) - EAP,r_mosdaedn9mosdae_ttsu_css_jasd,r_mosdaedn9mosdae_ttsu_css_jasd_ssfivese,300.0,3000000000.0,35294117.64705882
