name0,name1,name2,name3,amounts_inrcr,amounts_usdb
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 80
Staff, Household and Allowances of the President",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,53.32,0.006272941176470588
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 80
Staff, Household and Allowances of the President",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Other  Expenditure,36.22,0.004261176470588235
"The President, Parliament, Union Public Service Commission and the Secretariat of the Vice President
Demand No. 80
Staff, Household and Allowances of the President",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,President,0.6,7.058823529411765e-05
