name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Livestock Health and Disease Control Programme,,2349.71,0.27643647058823534
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Infrastructure Development Fund,,340.0,0.04
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Breed Improvement Institute,,,60.0,0.007058823529411765
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Veterinary Council of India,30.3,0.003564705882352941
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Statutory and Regulatory Bodies,Animal Welfare Board,12.0,0.001411764705882353
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Statutory and Regulatory Bodies,Committee for the purpose of Control and Supervision of experiments on Animal (CPCSEA),1.51,0.0001776470588235294
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Total - Secretariat,,,56.4,0.0066352941176470595
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Small Livestock Institute,,,45.0,0.005294117647058823
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",CENTRE'S EXPENDITURE,Animal Health Institute,,,27.0,0.003176470588235294
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Development Programmes,Rashtriya Gokul Mission,600.0,0.07058823529411765
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Development Programmes,National Livestock Mission,410.0,0.04823529411764706
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Development Programmes,Dairy Development,326.93,0.038462352941176475
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Development Programmes,Livestock Census and Integrated Sample Survey,50.0,0.0058823529411764705
"Ministry of Fisheries, Animal Husbandry and Dairying
Demand No. 44
Department of Animal Husbandry and Dairying",TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,Development Programmes,Dairying Through Cooperatives (EAP),19.0,0.002235294117647059
