name0,name1,name2,name3,name4,name5,amounts_inrcr,amounts_usdb
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,14 days Treasury Bills,5834338.47,686.3927611764706
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,91 days Treasury Bills,711661.48,83.72488
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,182 days Treasury Bills,562557.95,66.18328823529411
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Ways and Means Advances,500000.0,58.82352941176471
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,364 days Treasury Bills,443989.75,52.234088235294124
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Market Loans,440192.78,51.78738588235294
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Redemption of Securities issued to NSSF,176950.7,20.817729411764706
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Buyback / Switching,100000.0,11.764705882352942
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Cash Management Bills,100000.0,11.764705882352942
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Compensation and Other Bonds,23563.49,2.772175294117648
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Redemption of securities issued to International Financial Institutions,7855.09,0.9241282352941177
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Sovereign Gold Bond Scheme,1500.0,0.1764705882352941
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Gold Monetization Scheme,187.0,0.022
"Ministry of Finance
Demand No. 40
Repayment of Debt",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Others,Internal Debt of Central Government,Less Receipts,-8824692.71,-1038.1991423529414
