name0,name1,name2,name3,name4,amounts_inrcr,amounts_usdb
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Member of Parliament Local Area Development Scheme (MPLAD),,3958.5,0.46570588235294114
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Capacity Development (CD),Capacity Development CSO and NSSO,527.38,0.06204470588235294
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Capacity Development (CD),Economic Census,62.31,0.007330588235294117
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,Capacity Development (CD),Support for Statistical Strengthening,10.31,0.0012129411764705883
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Attached Offices,National Sample Survey Office,454.37,0.05345529411764706
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Attached Offices,Central Statisical Organisation,70.39,0.008281176470588235
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,Secretariat,,37.85,0.004452941176470588
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,Other Central Sector Expenditure,Autonomous Bodies,Indian Statistical Institute (ISI),322.29,0.037916470588235295
