source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Electronics and Information Technology
Demand No. 27
Ministry of Electronics and Information Technology",r,r_moeaitdn2moeait,16549.04,165490400000.0,1946945882.3529413
"Ministry of Electronics and Information Technology
Demand No. 27
Ministry of Electronics and Information Technology",CENTRE'S EXPENDITURE,r_moeaitdn2moeait,r_moeaitdn2moeait_cse,16549.04,165490400000.0,1946945882.3529413
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_moeaitdn2moeait_cse,r_moeaitdn2moeait_cse_cssp,12440.28,124402800000.0,1463562352.9411764
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_moeaitdn2moeait_cse,r_moeaitdn2moeait_cse_eeotc,2040.76,20407600000.0,240089411.7647059
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_moeaitdn2moeait_cse,r_moeaitdn2moeait_cse_ocse,2068.0,20680000000.0,243294117.6470588
Central Sector Schemes/Projects,DIGITAL INDIA Program,r_moeaitdn2moeait_cse_cssp,r_moeaitdn2moeait_cse_cssp_dip,4795.24,47952400000.0,564145882.3529412
Central Sector Schemes/Projects,Modified Programme for Development of Semiconductors and Display Manufacturing Ecosystem in India,r_moeaitdn2moeait_cse_cssp,r_moeaitdn2moeait_cse_cssp_mpfdosadmeii,3000.0,30000000000.0,352941176.4705882
Central Sector Schemes/Projects,Production Linked Incentive Scheme (PLI),r_moeaitdn2moeait_cse_cssp,r_moeaitdn2moeait_cse_cssp_plisp,4645.04,46450400000.0,546475294.117647
DIGITAL INDIA Program,Capacity Building and Skill Development Scheme,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_cbasds,537.5,5375000000.0,63235294.11764706
DIGITAL INDIA Program,Cyber Security Projects,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_csp,400.0,4000000000.0,47058823.52941176
DIGITAL INDIA Program,Electronic Governance,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_eg,555.74,5557400000.0,65381176.47058824
DIGITAL INDIA Program,National Knowledge Network,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_nkn,352.0,3520000000.0,41411764.705882356
DIGITAL INDIA Program,Promotion of Digital payment,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_podp,1500.0,15000000000.0,176470588.2352941
DIGITAL INDIA Program,"Promotion of Electronics and IT HW Manufacturing  (MSIPS, EDF and Manufacturing Clusters)",r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_poeaihmmeamc,700.0,7000000000.0,82352941.1764706
DIGITAL INDIA Program,Promotion of IT/ITeS Industries,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_poiii,150.0,1500000000.0,17647058.82352941
DIGITAL INDIA Program,R and D in IT/Electronics/CCBT,r_moeaitdn2moeait_cse_cssp_dip,r_moeaitdn2moeait_cse_cssp_dip_radiiec,600.0,6000000000.0,70588235.29411764
Electronic Governance,EAP Component,r_moeaitdn2moeait_cse_cssp_dip_eg,r_moeaitdn2moeait_cse_cssp_dip_eg_ec,25.0,250000000.0,2941176.470588235
Electronic Governance,Program Component,r_moeaitdn2moeait_cse_cssp_dip_eg,r_moeaitdn2moeait_cse_cssp_dip_eg_pc,530.74,5307400000.0,62440000.0
