source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Women and Child Development
Demand No. 101
Ministry of Women and Child Development",r,r_mowacddn1mowacd,25366.35,253663500000.0,2984276470.5882354
"Ministry of Women and Child Development
Demand No. 101
Ministry of Women and Child Development",CENTRE'S EXPENDITURE,r_mowacddn1mowacd,r_mowacddn1mowacd_cse,175.91,1759100000.0,20695294.11764706
"Ministry of Women and Child Development
Demand No. 101
Ministry of Women and Child Development",TRANSFERS TO STATES/UTs,r_mowacddn1mowacd,r_mowacddn1mowacd_ttsu,25190.44,251904400000.0,2963581176.470588
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mowacddn1mowacd_cse,r_mowacddn1mowacd_cse_ocse,175.91,1759100000.0,20695294.11764706
Other Central Sector Expenditure,Autonomous Bodies,r_mowacddn1mowacd_cse_ocse,r_mowacddn1mowacd_cse_ocse_ab,168.71,1687100000.0,19848235.29411765
Other Central Sector Expenditure,Others,r_mowacddn1mowacd_cse_ocse,r_mowacddn1mowacd_cse_ocse_o,7.2,72000000.0,847058.8235294118
Autonomous Bodies,Central Adoption Resource Agency (CARA),r_mowacddn1mowacd_cse_ocse_ab,r_mowacddn1mowacd_cse_ocse_ab_carac,9.4,94000000.0,1105882.3529411764
Autonomous Bodies,Central Social Welfare Board,r_mowacddn1mowacd_cse_ocse_ab,r_mowacddn1mowacd_cse_ocse_ab_cswb,40.06,400600000.0,4712941.176470588
Autonomous Bodies,National Commission for Protection of Child Rights (NCPCR),r_mowacddn1mowacd_cse_ocse_ab,r_mowacddn1mowacd_cse_ocse_ab_ncfpocrn,21.25,212500000.0,2500000.0
Autonomous Bodies,National Commission for Women,r_mowacddn1mowacd_cse_ocse_ab,r_mowacddn1mowacd_cse_ocse_ab_ncfw,42.0,420000000.0,4941176.470588235
Autonomous Bodies,National Institute of Public Cooperation and Child Development (NIPCCD),r_mowacddn1mowacd_cse_ocse_ab,r_mowacddn1mowacd_cse_ocse_ab_niopcacdn,56.0,560000000.0,6588235.294117647
Others,Contribution to UNICEF,r_mowacddn1mowacd_cse_ocse_o,r_mowacddn1mowacd_cse_ocse_o_ctu,5.6,56000000.0,658823.5294117647
Others,National Awards,r_mowacddn1mowacd_cse_ocse_o,r_mowacddn1mowacd_cse_ocse_o_na,1.6,16000000.0,188235.29411764705
TRANSFERS TO STATES/UTs,Centrally Sponsored Schemes,r_mowacddn1mowacd_ttsu,r_mowacddn1mowacd_ttsu_css,25190.44,251904400000.0,2963581176.470588
Centrally Sponsored Schemes,Mission for Protection and Empowerment  for Women,r_mowacddn1mowacd_ttsu_css,r_mowacddn1mowacd_ttsu_css_mfpaefw,20.0,200000000.0,2352941.1764705884
Centrally Sponsored Schemes,Mission Shakti (Mission for Protection and Empowerment for Women),r_mowacddn1mowacd_ttsu_css,r_mowacddn1mowacd_ttsu_css_msmfpaefw,3143.96,31439600000.0,369877647.0588235
Centrally Sponsored Schemes,Mission VATSALYA (Child Protection Services and Child Welfare Services),r_mowacddn1mowacd_ttsu_css,r_mowacddn1mowacd_ttsu_css_mvcpsacws,1472.17,14721700000.0,173196470.5882353
Centrally Sponsored Schemes,"Saksham Anganwadi and POSHAN 2.0 (Umbrella ICDS - Anganwadi Services, Poshan Abhiyan, Scheme for Adolescent Girls)",r_mowacddn1mowacd_ttsu_css,r_mowacddn1mowacd_ttsu_css_saap20uiaspasfag,20554.31,205543100000.0,2418154117.647059
Mission for Protection and Empowerment  for Women,Other Schemes Funded from Nirbhaya Fund,r_mowacddn1mowacd_ttsu_css_mfpaefw,r_mowacddn1mowacd_ttsu_css_mfpaefw_osffnf,20.0,200000000.0,2352941.1764705884
Mission for Protection and Empowerment  for Women,Transfer to Nirbhaya Fund,r_mowacddn1mowacd_ttsu_css_mfpaefw,r_mowacddn1mowacd_ttsu_css_mfpaefw_ttnf,500.0,5000000000.0,58823529.4117647
Mission Shakti (Mission for Protection and Empowerment for Women),"SAMBAL (Beti Bacaho Beti Padhao, One Stop Centre, Nari Adalat, Mahila Police Volunteer, Women's Helpline etc.)",r_mowacddn1mowacd_ttsu_css_msmfpaefw,r_mowacddn1mowacd_ttsu_css_msmfpaefw_sbbbposcnampvwshe,562.0,5620000000.0,66117647.058823526
Mission Shakti (Mission for Protection and Empowerment for Women),"SAMARTHYA(Shakti Sadan (Swadhar, Ujjawala, Widow Home), Shakhi Niwas (Working Women Hostel), Palna (National Creche Scheme), Pradhan Mantri Matru Vandana Yojana/ National Hub for Women Empowerment/Gender Budgeting/Research/ Skilling/ Trg/ Media etc.)",r_mowacddn1mowacd_ttsu_css_msmfpaefw,r_mowacddn1mowacd_ttsu_css_msmfpaefw_ssssuwhsnwwhpncspmmvynhfwegbrstme,2581.96,25819600000.0,303760000.0
