source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Finance
Demand No. 32
Department of Financial Services",r,r_mofdn3dofs,1324.64,13246400000.000002,155840000.00000003
"Ministry of Finance
Demand No. 32
Department of Financial Services",CENTRE'S EXPENDITURE,r_mofdn3dofs,r_mofdn3dofs_cse,1324.64,13246400000.000002,155840000.00000003
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mofdn3dofs_cse,r_mofdn3dofs_cse_cssp,1024.64,10246400000.000002,120545882.3529412
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mofdn3dofs_cse,r_mofdn3dofs_cse_eeotc,300.0,3000000000.0,35294117.64705882
Central Sector Schemes/Projects,Credit Guarantee Funds,r_mofdn3dofs_cse_cssp,r_mofdn3dofs_cse_cssp_cgf,100.04,1000400000.0000001,11769411.764705883
Central Sector Schemes/Projects,Social Security Schemes,r_mofdn3dofs_cse_cssp,r_mofdn3dofs_cse_cssp_sss,923.67,9236700000.0,108667058.8235294
Central Sector Schemes/Projects,Support to Financial Institutions,r_mofdn3dofs_cse_cssp,r_mofdn3dofs_cse_cssp_stfi,0.89,8900000.0,104705.88235294117
Credit Guarantee Funds,Credit Guarantee Scheme for Micro Finance Institutions (CGSMFI),r_mofdn3dofs_cse_cssp_cgf,r_mofdn3dofs_cse_cssp_cgf_cgsfmfic,100.0,1000000000.0,11764705.88235294
Social Security Schemes,Government Co-contribution to Atal Pension Yojana,r_mofdn3dofs_cse_cssp_sss,r_mofdn3dofs_cse_cssp_sss_gcctapy,521.0,5210000000.0,61294117.64705882
Social Security Schemes,Interest Subsidy to LIC for Pension Plan for Senior Citizens,r_mofdn3dofs_cse_cssp_sss,r_mofdn3dofs_cse_cssp_sss_istlfppfsc,111.47,1114700000.0,13114117.647058824
Social Security Schemes,Loan Guarantee Scheme for Covid Affected Sectors (LGSCAS),r_mofdn3dofs_cse_cssp_sss,r_mofdn3dofs_cse_cssp_sss_lgsfcasl,100.0,1000000000.0,11764705.88235294
Social Security Schemes,Pradhan Mantri Jeevan Jyoti Bima Yojna and Pradhan Mantri Suraksha Bima Yojna (Publicity and Awareness),r_mofdn3dofs_cse_cssp_sss,r_mofdn3dofs_cse_cssp_sss_pmjjbyapmsbypaa,1.5,15000000.0,176470.58823529413
Social Security Schemes,Pradhan Mantri Vaya Vandan Yojana (PMVVY),r_mofdn3dofs_cse_cssp_sss,r_mofdn3dofs_cse_cssp_sss_pmvvyp,189.7,1897000000.0,22317647.05882353
Support to Financial Institutions,Grants to NABARD to settle the claims under Indo-Swiss Cooperation-VI,r_mofdn3dofs_cse_cssp_stfi,r_mofdn3dofs_cse_cssp_stfi_gtntstcuiscv,0.83,8300000.0,97647.05882352941
Support to Financial Institutions,Unallocated,r_mofdn3dofs_cse_cssp_stfi,r_mofdn3dofs_cse_cssp_stfi_u,0.06000000000000005,600000.0000000006,7058.823529411771
Establishment Expenditure of the Centre,Direction and Administration,r_mofdn3dofs_cse_eeotc,r_mofdn3dofs_cse_eeotc_daa,231.05,2310500000.0,27182352.94117647
Establishment Expenditure of the Centre,Secretariat- General Services,r_mofdn3dofs_cse_eeotc,r_mofdn3dofs_cse_eeotc_sgs,68.95,689500000.0,8111764.705882353
Direction and Administration,Debt Recovery Tribunals (DRTs),r_mofdn3dofs_cse_eeotc_daa,r_mofdn3dofs_cse_eeotc_daa_drtd,208.44,2084400000.0,24522352.94117647
Direction and Administration,Office of Custodian,r_mofdn3dofs_cse_eeotc_daa,r_mofdn3dofs_cse_eeotc_daa_ooc,6.13,61300000.0,721176.4705882353
Direction and Administration,Office of Court Liquidator,r_mofdn3dofs_cse_eeotc_daa,r_mofdn3dofs_cse_eeotc_daa_oocl,12.4,124000000.0,1458823.5294117648
Direction and Administration,Office of Special Court,r_mofdn3dofs_cse_eeotc_daa,r_mofdn3dofs_cse_eeotc_daa_oosc,4.08,40800000.0,480000.0
