source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",r,r_mosapidn9mosapi,5443.4,54434000000.0,640400000.0
"Ministry of Statistics and Programme Implementation
Demand No. 96
Ministry of Statistics and Programme Implementation",CENTRE'S EXPENDITURE,r_mosapidn9mosapi,r_mosapidn9mosapi_cse,5443.4,54434000000.0,640400000.0
CENTRE'S EXPENDITURE,Central Sector Schemes/Projects,r_mosapidn9mosapi_cse,r_mosapidn9mosapi_cse_cssp,4558.5,45585000000.0,536294117.64705884
CENTRE'S EXPENDITURE,Establishment Expenditure of the Centre,r_mosapidn9mosapi_cse,r_mosapidn9mosapi_cse_eeotc,562.61,5626100000.0,66189411.76470588
CENTRE'S EXPENDITURE,Other Central Sector Expenditure,r_mosapidn9mosapi_cse,r_mosapidn9mosapi_cse_ocse,322.29,3222900000.0,37916470.5882353
Central Sector Schemes/Projects,Capacity Development (CD),r_mosapidn9mosapi_cse_cssp,r_mosapidn9mosapi_cse_cssp_cdc,600.0,6000000000.0,70588235.29411764
Central Sector Schemes/Projects,Member of Parliament Local Area Development Scheme (MPLAD),r_mosapidn9mosapi_cse_cssp,r_mosapidn9mosapi_cse_cssp_mopladsm,3958.5,39585000000.0,465705882.35294116
Capacity Development (CD),Capacity Development CSO and NSSO,r_mosapidn9mosapi_cse_cssp_cdc,r_mosapidn9mosapi_cse_cssp_cdc_cdcan,527.38,5273800000.0,62044705.88235294
Capacity Development (CD),Economic Census,r_mosapidn9mosapi_cse_cssp_cdc,r_mosapidn9mosapi_cse_cssp_cdc_ec,62.31,623100000.0,7330588.235294118
Capacity Development (CD),Support for Statistical Strengthening,r_mosapidn9mosapi_cse_cssp_cdc,r_mosapidn9mosapi_cse_cssp_cdc_sfss,10.31,103100000.0,1212941.1764705882
Establishment Expenditure of the Centre,Attached Offices,r_mosapidn9mosapi_cse_eeotc,r_mosapidn9mosapi_cse_eeotc_ao,524.76,5247600000.0,61736470.5882353
Establishment Expenditure of the Centre,Secretariat,r_mosapidn9mosapi_cse_eeotc,r_mosapidn9mosapi_cse_eeotc_s,37.85,378500000.0,4452941.176470588
Attached Offices,Central Statisical Organisation,r_mosapidn9mosapi_cse_eeotc_ao,r_mosapidn9mosapi_cse_eeotc_ao_cso,70.39,703900000.0,8281176.470588235
Attached Offices,National Sample Survey Office,r_mosapidn9mosapi_cse_eeotc_ao,r_mosapidn9mosapi_cse_eeotc_ao_nsso,454.37,4543700000.0,53455294.11764706
Other Central Sector Expenditure,Autonomous Bodies,r_mosapidn9mosapi_cse_ocse,r_mosapidn9mosapi_cse_ocse_ab,322.29,3222900000.0,37916470.5882353
Autonomous Bodies,Indian Statistical Institute (ISI),r_mosapidn9mosapi_cse_ocse_ab,r_mosapidn9mosapi_cse_ocse_ab_isii,322.29,3222900000.0,37916470.5882353
