source_name,dest_name,source_abbrev,dest_abbrev,amount,amount_inr,amount_usd
ROOT,"Ministry of Finance
Demand No. 42
Transfers to States",r,r_mofdn4tts,324641.41000000003,3246414100000.0005,38193107058.82353
"Ministry of Finance
Demand No. 42
Transfers to States",TRANSFERS TO STATES/UTs,r_mofdn4tts,r_mofdn4tts_ttsu,324641.41000000003,3246414100000.0005,38193107058.82353
TRANSFERS TO STATES/UTs,Finance Commission Grants,r_mofdn4tts_ttsu,r_mofdn4tts_ttsu_fcg,165480.0,1654800000000.0,19468235294.117645
TRANSFERS TO STATES/UTs,Other Grants/Loans/Transfers,r_mofdn4tts_ttsu,r_mofdn4tts_ttsu_oglt,159161.41,1591614100000.0,18724871764.705883
Finance Commission Grants,Grants under proviso to Article 275(1) of the Constitution,r_mofdn4tts_ttsu_fcg,r_mofdn4tts_ttsu_fcg_gupta21otc,165480.0,1654800000000.0,19468235294.117645
Grants under proviso to Article 275(1) of the Constitution,Grants for Health Sector,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_gfhs,13851.0,138510000000.0,1629529411.764706
Grants under proviso to Article 275(1) of the Constitution,Grants for Incubation of new Cities,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_gfionc,4000.0,40000000000.0,470588235.2941176
Grants under proviso to Article 275(1) of the Constitution,Grants for Local Bodies,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_gflb,71240.0,712400000000.0,8381176470.588235
Grants under proviso to Article 275(1) of the Constitution,Grants for shared Municipal Services,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_gfsms,250.0,2500000000.0,29411764.70588235
Grants under proviso to Article 275(1) of the Constitution,Grants-in-Aid for State Disaster Mitigation Fund,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_giafsdmf,4893.2,48932000000.0,575670588.2352941
Grants under proviso to Article 275(1) of the Constitution,Grants-in-Aid for State Disaster Response Fund,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_giafsdrf,19572.8,195728000000.0,2302682352.9411764
Grants under proviso to Article 275(1) of the Constitution,Post Devolution Revenue Deficit Grant,r_mofdn4tts_ttsu_fcg_gupta21otc,r_mofdn4tts_ttsu_fcg_gupta21otc_pdrdg,51673.0,516730000000.0,6079176470.588235
Grants for Local Bodies,Rural Bodies,r_mofdn4tts_ttsu_fcg_gupta21otc_gflb,r_mofdn4tts_ttsu_fcg_gupta21otc_gflb_rb,47018.0,470180000000.0,5531529411.764706
Grants for Local Bodies,Urban Bodies,r_mofdn4tts_ttsu_fcg_gupta21otc_gflb,r_mofdn4tts_ttsu_fcg_gupta21otc_gflb_ub,24222.0,242220000000.0,2849647058.8235292
Other Grants/Loans/Transfers,Additional Central Assistance for Externally Aided Projects (Block Loans),r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_acafeapbl,24550.0,245500000000.0,2888235294.117647
Other Grants/Loans/Transfers,Additional Central Assistance for Externally Aided Projects (Grants),r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_acafeapg,4900.0,49000000000.0,576470588.2352941
Other Grants/Loans/Transfers,Assistance to States from National Disaster Response Fund (NDRF),r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_atsfndrfn,4880.0,48800000000.0,574117647.0588236
Other Grants/Loans/Transfers,Loans as Advance Assistance for Relief (erstwhile Ways and Means Advance),r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_laaafrewama,100.0,1000000000.0,11764705.88235294
Other Grants/Loans/Transfers,Special Assistance,r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_sa,12000.0,120000000000.0,1411764705.8823528
Other Grants/Loans/Transfers,Special Assistance as Loan to States for Capital Expenditure,r_mofdn4tts_ttsu_oglt,r_mofdn4tts_ttsu_oglt_saaltsfce,130000.0,1300000000000.0,15294117647.058823
